target_id,up_ID,evalue
TRINITY_DN30057_c0_g1_i1,sp|Q641I1|F135B_XENLA,4.19E-25
TRINITY_DN22826_c0_g1_i1,sp|Q9C1C2|KAPR_COLOR,8.19E-44
TRINITY_DN60324_c0_g1_i1,sp|Q50KB1|SEP2_EMIHU,1.65E-38
TRINITY_DN3268_c0_g1_i16,sp|Q8Q0U0|Y045_METMA,9.54E-34
TRINITY_DN3652_c0_g1_i2,sp|P80572|ADHX_PEA,1.54E-159
TRINITY_DN11307_c0_g1_i2,sp|A0DSB3|PP2C6_PARTE,1.80E-39
TRINITY_DN9697_c0_g1_i2,sp|P25323|MYLKA_DICDI,9.21E-61
TRINITY_DN60464_c0_g1_i1,sp|Q4V7Q6|ULK3_XENLA,1.06E-24
TRINITY_DN10665_c0_g1_i7,sp|Q9ZWG1|PUMP2_ARATH,1.13E-44
TRINITY_DN38931_c0_g1_i1,sp|Q6AXQ5|PDE12_RAT,2.35E-27
TRINITY_DN16678_c0_g2_i2,sp|P78382|S35A1_HUMAN,3.00E-31
TRINITY_DN217_c0_g2_i2,sp|Q18885|BTF3_CAEEL,1.12E-41
TRINITY_DN20771_c0_g2_i2,sp|Q9URU2|DNA2_SCHPO,1.84E-68
TRINITY_DN19803_c0_g1_i1,sp|Q567Z6|CRIPT_DANRE,1.32E-23
TRINITY_DN18324_c0_g1_i4,sp|Q5E9G1|P2R3C_BOVIN,5.45E-100
TRINITY_DN1150_c0_g1_i7,sp|Q6TU48|MAOX_DICDI,9.14E-164
TRINITY_DN22350_c0_g1_i1,sp|P46864|ATK2_ARATH,5.84E-29
TRINITY_DN35108_c0_g1_i1,sp|Q9M1K2|PI5K4_ARATH,4.83E-23
TRINITY_DN20871_c0_g1_i1,sp|Q7RTR2|NLRC3_HUMAN,2.41E-50
TRINITY_DN6535_c0_g1_i3,sp|Q6ZEZ5|NEK3_ORYSJ,1.88E-28
TRINITY_DN6730_c0_g2_i1,sp|O96552|CHMP1_DICDI,2.40E-53
TRINITY_DN1122_c0_g1_i8,sp|Q9WUU7|CATZ_MOUSE,1.03E-44
TRINITY_DN41209_c0_g1_i1,sp|B0UWA7|UNG_HISS2,1.39E-47
TRINITY_DN4771_c0_g1_i18,sp|Q5EAR5|TRPT1_DANRE,1.93E-45
TRINITY_DN6959_c0_g1_i3,sp|Q9VBP9|NPL4_DROME,6.57E-27
TRINITY_DN5614_c0_g1_i2,sp|Q09522|DIM1_CAEEL,1.22E-88
TRINITY_DN10225_c0_g1_i1,sp|Q6NYH1|IF122_DANRE,6.67E-161
TRINITY_DN4398_c1_g1_i10,sp|P0C7Q7|PPR38_ARATH,6.21E-23
TRINITY_DN433_c10_g1_i2,sp|G5EB89|KAPA_EMENI,1.25E-30
TRINITY_DN2999_c0_g3_i1,sp|P41920|YRB1_YEAST,6.95E-21
TRINITY_DN27421_c0_g1_i1,sp|Q45FA5|SRPK_PHYPO,3.94E-53
TRINITY_DN28232_c0_g1_i1,sp|B3EWZ3|CADN_ACRMI,1.02E-29
TRINITY_DN12701_c0_g1_i2,sp|Q8VBV3|EXOS2_MOUSE,3.43E-39
TRINITY_DN30358_c0_g1_i1,sp|Q9Y115|UN93L_DROME,8.27E-86
TRINITY_DN7684_c0_g1_i20,sp|P21616|AVP_VIGRR,0
TRINITY_DN4008_c0_g1_i7,sp|O14327|PAB2_SCHPO,9.02E-33
TRINITY_DN41220_c0_g1_i1,sp|O46043|PARG_DROME,7.97E-43
TRINITY_DN13385_c0_g1_i4,sp|Q05016|YM71_YEAST,2.42E-58
TRINITY_DN1040_c0_g1_i9,sp|Q6DI37|UBCP1_DANRE,1.10E-72
TRINITY_DN2981_c0_g1_i12,sp|P62494|RB11A_RAT,3.57E-56
TRINITY_DN1107_c1_g1_i9,sp|Q9P7Q1|DDH2_SCHPO,2.34E-41
TRINITY_DN8156_c0_g1_i1,sp|Q9SXC8|UFC1_ARATH,2.73E-78
TRINITY_DN52659_c0_g1_i1,sp|Q8CGS6|DPOLQ_MOUSE,2.23E-45
TRINITY_DN43404_c0_g1_i1,sp|F4ILR7|DEXH1_ARATH,3.14E-24
TRINITY_DN2981_c0_g1_i10,sp|P62494|RB11A_RAT,5.48E-60
TRINITY_DN22573_c0_g2_i1,sp|P54260|GCST_SOLTU,4.99E-34
TRINITY_DN38881_c0_g1_i7,sp|Q5AW93|AT221_EMENI,2.05E-26
TRINITY_DN7487_c0_g1_i1,sp|Q9V3Z6|MYO7A_DROME,2.08E-33
TRINITY_DN7419_c0_g1_i1,sp|Q8C863|ITCH_MOUSE,5.54E-41
TRINITY_DN25185_c0_g2_i1,sp|Q92562|FIG4_HUMAN,1.65E-37
TRINITY_DN4006_c0_g1_i4,sp|Q3ZBR5|TTC1_BOVIN,5.83E-33
TRINITY_DN19235_c0_g1_i3,sp|Q9H7Z3|NRDE2_HUMAN,3.32E-65
TRINITY_DN2333_c0_g1_i1,sp|Q8LGG0|FKB12_ARATH,9.90E-26
TRINITY_DN16570_c0_g1_i1,sp|O97764|QOR_BOVIN,3.52E-67
TRINITY_DN14134_c0_g1_i16,sp|Q9ZQW8|U2AFA_ORYSJ,1.09E-39
TRINITY_DN7741_c2_g1_i4,sp|A0CDD4|CFA20_PARTE,1.11E-119
TRINITY_DN19371_c0_g1_i4,sp|P34949|MPI_HUMAN,5.42E-75
TRINITY_DN6501_c0_g1_i3,sp|Q6AYK5|LYAR_RAT,1.52E-23
TRINITY_DN2237_c0_g1_i5,sp|Q6DED0|TR1L1_XENLA,1.05E-109
TRINITY_DN5645_c0_g1_i3,sp|Q4N4N8|TXND_THEPA,7.24E-36
TRINITY_DN32315_c0_g2_i1,sp|Q8IRI6|GTR1_DROME,3.28E-45
TRINITY_DN27284_c0_g1_i1,sp|Q6DRC4|EIF3G_DANRE,1.66E-25
TRINITY_DN19398_c0_g2_i1,sp|Q28653|2A5D_RABIT,3.21E-95
TRINITY_DN12761_c0_g1_i1,sp|Q0D5B9|SAP16_ORYSJ,3.09E-22
TRINITY_DN35110_c0_g1_i2,sp|Q54QU8|Y3629_DICDI,3.49E-28
TRINITY_DN20267_c0_g1_i16,sp|B0VHH0|KCE_CLOAI,1.25E-33
TRINITY_DN24009_c0_g2_i1,sp|Q9VYS3|RENT1_DROME,2.70E-37
TRINITY_DN15367_c0_g1_i1,sp|H3ZPL1|ARAT1_THELN,4.16E-50
TRINITY_DN11523_c0_g1_i2,sp|Q94A97|UBC35_ARATH,1.58E-70
TRINITY_DN22170_c0_g1_i2,sp|C5D6U5|MENE_GEOSW,2.40E-71
TRINITY_DN20296_c0_g1_i2,sp|O19920|YCF45_CYACA,5.08E-31
TRINITY_DN11066_c0_g2_i1,sp|O18475|DPOLQ_DROME,4.74E-29
TRINITY_DN11660_c1_g1_i1,sp|Q9W770|SPON1_CHICK,2.27E-35
TRINITY_DN6393_c0_g1_i5,sp|A0LJ41|DNAJ_SYNFM,2.13E-59
TRINITY_DN24100_c0_g2_i4,sp|Q9LYZ7|UPL4_ARATH,1.19E-33
TRINITY_DN30209_c0_g1_i1,sp|Q5R978|TTLL5_PONAB,2.08E-35
TRINITY_DN207_c0_g1_i5,sp|Q54F05|DHX8_DICDI,1.48E-165
TRINITY_DN22441_c0_g1_i1,sp|Q46857|DKGA_ECOLI,4.80E-29
TRINITY_DN4863_c0_g1_i2,sp|O35509|RB11B_RAT,5.02E-100
TRINITY_DN5835_c0_g1_i6,sp|Q03498|VATA_PLAFA,0
TRINITY_DN12364_c0_g1_i6,sp|Q12184|ADRX_YEAST,3.95E-21
TRINITY_DN11931_c0_g2_i2,sp|Q8N6V9|TEX9_HUMAN,2.35E-26
TRINITY_DN12040_c1_g1_i1,sp|E7F9T0|MICA1_DANRE,1.35E-44
TRINITY_DN14365_c0_g1_i1,sp|Q9FIZ7|OPLA_ARATH,0
TRINITY_DN4333_c0_g1_i3,sp|Q67UX7|P2C10_ORYSJ,1.56E-33
TRINITY_DN31282_c0_g1_i1,sp|P0C6F1|DYH2_MOUSE,0
TRINITY_DN2603_c0_g1_i9,sp|Q43292|RL372_ARATH,2.51E-24
TRINITY_DN7715_c0_g2_i3,sp|Q7DBF3|GDPPS_ECO57,2.95E-38
TRINITY_DN14538_c1_g1_i2,sp|Q4R6T7|IQUB_MACFA,1.93E-56
TRINITY_DN10068_c0_g1_i10,sp|Q7ZVZ7|AB17C_DANRE,5.71E-55
TRINITY_DN31429_c0_g1_i1,sp|Q8W4M7|ERCC2_ARATH,5.35E-81
TRINITY_DN121_c0_g1_i1,sp|Q0ITS8|RL101_ORYSJ,7.40E-105
TRINITY_DN1784_c0_g1_i20,sp|B3EWZ3|CADN_ACRMI,3.74E-39
TRINITY_DN4344_c0_g1_i2,sp|Q3EBC2|ZDHC5_ARATH,3.40E-48
TRINITY_DN29871_c0_g2_i1,sp|Q552R1|DCAF7_DICDI,2.94E-27
TRINITY_DN3854_c0_g1_i5,sp|O65084|PSB3_PICMA,7.42E-91
TRINITY_DN13120_c0_g1_i2,sp|Q94KD3|VP52A_ARATH,9.10E-103
TRINITY_DN9919_c0_g1_i14,sp|O15865|CDPK2_PLAFK,2.67E-148
TRINITY_DN2330_c0_g1_i5,sp|Q9TW32|PPIB_DICDI,3.15E-75
TRINITY_DN13380_c0_g1_i1,sp|B0TM80|RLMF_SHEHH,2.56E-65
TRINITY_DN2303_c0_g1_i14,sp|Q91YN5|UAP1_MOUSE,8.31E-110
TRINITY_DN5361_c0_g1_i2,sp|Q8Q0U0|Y045_METMA,2.65E-21
TRINITY_DN1762_c1_g1_i2,sp|Q54LN4|GGHA_DICDI,2.64E-28
TRINITY_DN8396_c0_g1_i2,sp|O04486|RAA2A_ARATH,1.46E-39
TRINITY_DN6358_c0_g1_i3,sp|Q08DI8|PUS7_BOVIN,9.93E-49
TRINITY_DN59400_c0_g1_i1,sp|Q40255|ALDH_LINUS,8.71E-28
TRINITY_DN2973_c0_g1_i5,sp|O13737|YDR2_SCHPO,3.56E-25
TRINITY_DN1122_c0_g1_i6,sp|Q9WUU7|CATZ_MOUSE,8.07E-46
TRINITY_DN1148_c0_g1_i11,sp|P41932|14331_CAEEL,5.48E-24
TRINITY_DN4581_c0_g1_i1,sp|P0CS68|PFA4_CRYNJ,7.16E-32
TRINITY_DN8511_c1_g1_i2,sp|Q1LZ83|LACB2_BOVIN,2.92E-58
TRINITY_DN24457_c0_g1_i1,sp|O43861|ATP9B_HUMAN,2.71E-42
TRINITY_DN11132_c0_g2_i1,sp|P49366|DHYS_HUMAN,1.82E-161
TRINITY_DN6730_c0_g2_i4,sp|O96552|CHMP1_DICDI,1.01E-52
TRINITY_DN2120_c0_g1_i1,sp|O93428|CATD_CHIHA,1.01E-38
TRINITY_DN5835_c0_g1_i16,sp|Q03498|VATA_PLAFA,0
TRINITY_DN3862_c0_g1_i7,sp|P35129|UBC2_CAEEL,6.06E-52
TRINITY_DN41463_c0_g1_i1,sp|Q9EQT5|TINAL_RAT,6.17E-35
TRINITY_DN30759_c0_g1_i1,sp|Q9CQ33|LZTR1_MOUSE,1.20E-33
TRINITY_DN10850_c0_g1_i7,sp|Q8W0W3|TF2B_ORYSJ,1.41E-27
TRINITY_DN6309_c0_g1_i8,sp|Q5R814|PRP4B_PONAB,2.53E-63
TRINITY_DN11759_c0_g1_i10,sp|P41227|NAA10_HUMAN,3.93E-59
TRINITY_DN1150_c0_g1_i5,sp|Q6TU48|MAOX_DICDI,9.40E-164
TRINITY_DN20267_c0_g1_i1,sp|B0VHH0|KCE_CLOAI,1.71E-33
TRINITY_DN54126_c0_g1_i1,sp|Q3U129|B3GNL_MOUSE,2.46E-36
TRINITY_DN12498_c0_g1_i3,sp|Q8S9J2|SYYC1_ARATH,5.61E-123
TRINITY_DN25155_c0_g1_i2,sp|Q9FFL1|RMV1_ARATH,5.40E-21
TRINITY_DN20876_c0_g2_i1,sp|Q05609|CTR1_ARATH,6.17E-29
TRINITY_DN3232_c0_g1_i16,sp|O05389|YRBE_BACSU,1.43E-46
TRINITY_DN18819_c0_g1_i2,sp|P11915|NLTP_RAT,3.77E-88
TRINITY_DN13192_c0_g1_i3,sp|P55880|YAJL_SALTY,8.41E-28
TRINITY_DN1755_c0_g1_i3,sp|Q8VWI1|ERD2B_ARATH,3.13E-35
TRINITY_DN17368_c2_g3_i8,sp|Q8I4T1|VPS26_PLAF7,2.87E-135
TRINITY_DN3170_c0_g1_i4,sp|Q92890|UFD1_HUMAN,2.65E-76
TRINITY_DN5196_c0_g3_i4,sp|A5PJJ7|S16C6_BOVIN,6.51E-48
TRINITY_DN45020_c0_g1_i1,sp|A0JMA9|KATL2_XENTR,8.70E-110
TRINITY_DN2346_c0_g1_i1,sp|O77404|TYPX_TRYBB,3.05E-35
TRINITY_DN9971_c1_g1_i1,sp|Q8IVS2|FABD_HUMAN,5.07E-63
TRINITY_DN35159_c0_g2_i1,sp|P42749|UBC5_ARATH,3.43E-67
TRINITY_DN5405_c0_g1_i2,sp|Q66IS6|BBS5_XENLA,1.98E-98
TRINITY_DN6869_c0_g7_i3,sp|A0JP85|CNOT1_XENTR,2.34E-124
TRINITY_DN31405_c0_g2_i1,sp|Q13393|PLD1_HUMAN,2.29E-26
TRINITY_DN26127_c0_g1_i1,sp|P36415|HS7C1_DICDI,3.08E-51
TRINITY_DN41632_c0_g1_i1,sp|D3K0R6|AT2B4_BOVIN,8.61E-159
TRINITY_DN3318_c0_g1_i2,sp|O64644|SAP18_ARATH,2.99E-28
TRINITY_DN7785_c0_g1_i3,sp|Q6CLS8|ARGI_KLULA,1.46E-54
TRINITY_DN20891_c0_g1_i1,sp|Q5R7R6|COG4_PONAB,4.83E-60
TRINITY_DN2620_c0_g1_i1,sp|P11144|HSP70_PLAFA,0
TRINITY_DN55811_c0_g1_i1,sp|Q7Z406|MYH14_HUMAN,1.14E-67
TRINITY_DN22883_c1_g1_i6,sp|A2VDC2|HIBCH_XENLA,2.81E-47
TRINITY_DN1122_c0_g1_i9,sp|Q9WUU7|CATZ_MOUSE,4.63E-45
TRINITY_DN42867_c0_g1_i1,sp|Q13976|KGP1_HUMAN,1.39E-61
TRINITY_DN59195_c0_g1_i1,sp|Q5M7G4|KAD8_XENLA,2.15E-36
TRINITY_DN4228_c0_g1_i2,sp|P48598|IF4E_DROME,2.27E-28
TRINITY_DN10074_c0_g2_i2,sp|Q9SFB8|PI5K6_ARATH,6.69E-27
TRINITY_DN9373_c1_g3_i1,sp|P28583|CDPK_SOYBN,1.03E-30
TRINITY_DN14263_c0_g1_i3,sp|O00567|NOP56_HUMAN,2.56E-157
TRINITY_DN4575_c0_g1_i1,sp|Q4VRV8|IMDH_TOXGO,0
TRINITY_DN49633_c0_g1_i1,sp|Q96PY6|NEK1_HUMAN,1.71E-57
TRINITY_DN14103_c0_g2_i1,sp|Q968X7|PNO_CRYPV,1.63E-101
TRINITY_DN45055_c0_g1_i1,sp|Q7TMY7|IPO8_MOUSE,1.87E-28
TRINITY_DN12749_c0_g1_i1,sp|P42620|YQJG_ECOLI,1.01E-55
TRINITY_DN7944_c0_g1_i10,sp|P35182|PP2C1_YEAST,5.09E-36
TRINITY_DN1122_c0_g1_i11,sp|Q9WUU7|CATZ_MOUSE,1.30E-44
TRINITY_DN13843_c0_g2_i2,sp|O14111|PSD3_SCHPO,2.89E-42
TRINITY_DN5341_c0_g1_i6,sp|Q8VYP5|ZDH14_ARATH,1.93E-28
TRINITY_DN3655_c0_g1_i2,sp|Q96DF8|DGC14_HUMAN,1.17E-28
TRINITY_DN21534_c0_g2_i1,sp|Q7YR37|ABCF1_PANTR,2.58E-47
TRINITY_DN6988_c4_g1_i1,sp|Q7Z4W1|DCXR_HUMAN,4.85E-78
TRINITY_DN16274_c0_g1_i1,sp|Q9FNI6|SM3L2_ARATH,1.16E-77
TRINITY_DN12497_c0_g1_i1,sp|Q3MI00|DNJB1_BOVIN,2.06E-60
TRINITY_DN5781_c0_g1_i11,sp|Q9SUR9|SGT1A_ARATH,2.99E-47
TRINITY_DN7355_c0_g2_i3,sp|Q39238|TSL_ARATH,1.87E-97
TRINITY_DN5229_c0_g1_i2,sp|Q05746|HSP70_PLACB,0
TRINITY_DN1919_c3_g2_i1,sp|Q55GU0|Y9955_DICDI,1.10E-37
TRINITY_DN5835_c0_g1_i13,sp|Q03498|VATA_PLAFA,0
TRINITY_DN14981_c0_g1_i1,sp|P53498|ACT_CHLRE,4.48E-76
TRINITY_DN12680_c0_g1_i3,sp|A9LNK9|CPSF_ARATH,5.66E-24
TRINITY_DN12304_c0_g2_i3,sp|Q8ILC1|STI1L_PLAF7,1.36E-88
TRINITY_DN14031_c0_g1_i16,sp|Q88PP0|HMP_PSEPK,4.07E-50
TRINITY_DN16884_c0_g1_i1,sp|O43772|MCAT_HUMAN,1.69E-25
TRINITY_DN8807_c0_g1_i1,sp|O18868|KCNB1_PIG,1.22E-28
TRINITY_DN5316_c0_g1_i6,sp|O55029|COPB2_MOUSE,0
TRINITY_DN9613_c0_g3_i1,sp|Q6RY07|CHIA_RAT,1.16E-55
TRINITY_DN60264_c0_g1_i1,sp|Q68CL5|TPGS2_HUMAN,5.80E-24
TRINITY_DN38137_c0_g1_i1,sp|Q5EAD8|LRC51_BOVIN,3.60E-28
TRINITY_DN23928_c0_g2_i1,sp|Q8GUL2|MOS14_ARATH,1.31E-24
TRINITY_DN18449_c0_g2_i1,sp|F4JGR5|PFPB2_ARATH,1.86E-144
TRINITY_DN15558_c0_g1_i5,sp|F1QC45|XRP2_DANRE,6.14E-28
TRINITY_DN489_c0_g1_i10,sp|P20147|HSP90_PLAFP,1.14E-60
TRINITY_DN8983_c0_g1_i2,sp|Q27052|FCA1_TRYRA,3.00E-29
TRINITY_DN2360_c0_g1_i1,sp|Q9P6P3|PPK15_SCHPO,9.96E-60
TRINITY_DN1098_c0_g1_i2,sp|O44006|KPYK_EIMTE,0
TRINITY_DN23351_c0_g1_i7,sp|O88554|PARP2_MOUSE,1.85E-36
TRINITY_DN3145_c0_g1_i4,sp|Q0DBU5|RH31_ORYSJ,3.66E-38
TRINITY_DN9616_c0_g1_i1,sp|Q56YP2|PI5K1_ARATH,2.55E-32
TRINITY_DN10909_c0_g1_i2,sp|Q5BIW4|ALS2_PANTR,1.09E-23
TRINITY_DN53558_c0_g1_i1,sp|Q02280|KCNAE_DROME,6.51E-23
TRINITY_DN7269_c0_g1_i3,sp|Q28056|ASPH_BOVIN,1.10E-22
TRINITY_DN7846_c0_g1_i3,sp|Q9NJU9|CDPK3_PLAF7,1.81E-91
TRINITY_DN12154_c0_g1_i9,sp|Q5BKM3|CHMP3_XENTR,1.47E-25
TRINITY_DN15569_c0_g1_i2,sp|Q93VR3|GME_ARATH,1.13E-35
TRINITY_DN14929_c0_g1_i1,sp|F4JTP5|STY46_ARATH,1.58E-43
TRINITY_DN11413_c0_g1_i2,sp|P05987|KAPR_DICDI,8.02E-66
TRINITY_DN18447_c0_g2_i2,sp|Q755M2|RPE_ASHGO,8.39E-79
TRINITY_DN58760_c0_g1_i1,sp|Q149C2|MIPT3_MOUSE,1.15E-28
TRINITY_DN29449_c0_g1_i1,sp|P9WQ35|CYA1_MYCTU,1.37E-25
TRINITY_DN21360_c0_g2_i1,sp|Q5UNW1|YR707_MIMIV,1.05E-29
TRINITY_DN2981_c0_g1_i3,sp|P62494|RB11A_RAT,3.16E-56
TRINITY_DN9045_c0_g1_i2,sp|P46283|S17P_ARATH,2.23E-76
TRINITY_DN14902_c0_g1_i2,sp|P15710|PHO4_NEUCR,1.87E-46
TRINITY_DN5488_c0_g2_i3,sp|Q8LG53|UN932_ARATH,5.59E-32
TRINITY_DN6501_c0_g1_i8,sp|Q6AYK5|LYAR_RAT,1.15E-23
TRINITY_DN2030_c0_g1_i3,sp|Q9QY93|DCTP1_MOUSE,4.49E-37
TRINITY_DN12216_c0_g1_i1,sp|Q9SIC9|PP178_ARATH,2.36E-23
TRINITY_DN5835_c0_g1_i12,sp|Q03498|VATA_PLAFA,0
TRINITY_DN7516_c0_g1_i15,sp|O15865|CDPK2_PLAFK,7.74E-83
TRINITY_DN12762_c0_g1_i22,sp|Q54WR9|GLNA3_DICDI,1.01E-146
TRINITY_DN403_c0_g1_i8,sp|Q9VK89|TRM1_DROME,7.89E-99
TRINITY_DN14134_c0_g1_i15,sp|Q9ZQW8|U2AFA_ORYSJ,4.14E-60
TRINITY_DN10025_c1_g3_i2,sp|O48653|DPOLA_ORYSJ,0
TRINITY_DN3620_c0_g1_i3,sp|Q8TC12|RDH11_HUMAN,4.68E-47
TRINITY_DN13803_c0_g2_i5,sp|Q8VDP6|CDIPT_MOUSE,1.22E-40
TRINITY_DN9612_c0_g1_i4,sp|Q9BZE4|NOG1_HUMAN,0
TRINITY_DN5767_c0_g1_i1,sp|Q3U2U7|MET17_MOUSE,2.44E-23
TRINITY_DN2981_c0_g1_i2,sp|P62494|RB11A_RAT,2.82E-56
TRINITY_DN9084_c0_g1_i6,sp|P18294|KCRF_STRPU,0
TRINITY_DN9273_c0_g1_i2,sp|Q402E2|H33A_LILLO,2.94E-44
TRINITY_DN34668_c0_g1_i1,sp|Q9KWU4|PYC_BACSU,2.67E-42
TRINITY_DN31946_c0_g3_i2,sp|O96624|ARPC3_DICDI,6.78E-25
TRINITY_DN5103_c0_g1_i3,sp|Q4XXP8|FEN1_PLACH,1.90E-108
TRINITY_DN12666_c0_g1_i2,sp|Q3KRA9|ALKB6_HUMAN,9.26E-28
TRINITY_DN26577_c0_g1_i1,sp|Q9SIC9|PP178_ARATH,9.98E-58
TRINITY_DN6067_c0_g1_i3,sp|Q99615|DNJC7_HUMAN,7.77E-32
TRINITY_DN6363_c0_g1_i1,sp|Q9WTR7|SC11C_RAT,6.61E-36
TRINITY_DN16549_c0_g1_i5,sp|O80952|PGPS1_ARATH,6.20E-25
TRINITY_DN20938_c0_g1_i2,sp|Q6NRG6|SAS6_XENLA,2.58E-42
TRINITY_DN4849_c0_g1_i7,sp|Q53P98|SIPL2_ORYSJ,9.38E-42
TRINITY_DN513_c0_g2_i5,sp|Q2VZN0|ATPA_MAGSA,0
TRINITY_DN5186_c0_g1_i3,sp|Q8N841|TTLL6_HUMAN,1.30E-76
TRINITY_DN5437_c0_g1_i11,sp|A7SWH1|PESC_NEMVE,2.89E-109
TRINITY_DN9268_c0_g1_i5,sp|Q38950|2AAB_ARATH,1.61E-101
TRINITY_DN5485_c1_g1_i1,sp|Q9C7F5|NTF2_ARATH,9.53E-37
TRINITY_DN20150_c0_g1_i6,sp|P25321|KAPCA_CRIGR,9.13E-108
TRINITY_DN7391_c0_g1_i3,sp|Q95RN0|U528_DROME,5.00E-22
TRINITY_DN8479_c0_g1_i1,sp|P24473|GSTK1_RAT,1.42E-27
TRINITY_DN18477_c0_g2_i1,sp|Q653S3|P2C70_ORYSJ,8.21E-33
TRINITY_DN25389_c0_g1_i1,sp|P11442|CLH1_RAT,2.66E-124
TRINITY_DN17151_c0_g1_i1,sp|P54417|OPUD_BACSU,3.13E-31
TRINITY_DN7211_c0_g1_i1,sp|O15439|MRP4_HUMAN,1.55E-108
TRINITY_DN22882_c0_g2_i2,sp|Q8Q0U0|Y045_METMA,1.02E-33
TRINITY_DN11538_c1_g1_i2,sp|A7SLC8|NAT9_NEMVE,1.08E-43
TRINITY_DN13780_c0_g1_i1,sp|Q8R3F5|FABD_MOUSE,8.45E-57
TRINITY_DN12513_c0_g1_i3,sp|Q6NUH3|NOSIP_XENLA,2.46E-31
TRINITY_DN22417_c0_g1_i1,sp|Q25479|NKCL_MANSE,7.63E-24
TRINITY_DN14910_c0_g1_i1,sp|Q8VIG3|RSPH1_MOUSE,1.78E-25
TRINITY_DN17953_c0_g1_i3,sp|P36595|RPAB2_SCHPO,1.60E-33
TRINITY_DN20267_c0_g1_i11,sp|B0VHH0|KCE_CLOAI,1.43E-33
TRINITY_DN11082_c0_g1_i10,sp|O94269|UBP3_SCHPO,2.36E-40
TRINITY_DN2120_c0_g1_i4,sp|O93428|CATD_CHIHA,1.01E-38
TRINITY_DN7918_c0_g1_i4,sp|P0AC33|FUMA_ECOLI,0
TRINITY_DN6741_c0_g1_i3,sp|B3P230|SLX1_DROER,1.51E-33
TRINITY_DN9106_c0_g1_i2,sp|Q2HJ56|PWP1_BOVIN,3.79E-51
TRINITY_DN4371_c0_g1_i11,sp|P52285|SKP1A_DICDI,1.05E-53
TRINITY_DN10825_c0_g1_i3,sp|Q5VTH9|WDR78_HUMAN,7.43E-76
TRINITY_DN6462_c0_g1_i10,sp|Q3Y8L7|DAW1_CHLRE,0
TRINITY_DN38931_c0_g1_i2,sp|Q6AXQ5|PDE12_RAT,1.50E-27
TRINITY_DN43289_c0_g1_i1,sp|Q15034|HERC3_HUMAN,2.18E-25
TRINITY_DN2330_c0_g1_i4,sp|Q9TW32|PPIB_DICDI,1.75E-76
TRINITY_DN7415_c0_g1_i5,sp|B4NBP4|SPAST_DROWI,4.01E-84
TRINITY_DN15527_c0_g1_i1,sp|B3DH20|TILB_DANRE,1.00E-71
TRINITY_DN20296_c0_g1_i4,sp|O19920|YCF45_CYACA,4.53E-32
TRINITY_DN31946_c0_g3_i7,sp|O96624|ARPC3_DICDI,3.57E-25
TRINITY_DN8137_c0_g1_i15,sp|Q8R2Y8|PTH2_MOUSE,4.40E-25
TRINITY_DN6805_c0_g1_i7,sp|Q9M1K2|PI5K4_ARATH,7.83E-28
TRINITY_DN22668_c0_g1_i2,sp|Q00719|MDMC_STRMY,1.20E-46
TRINITY_DN3877_c1_g1_i3,sp|Q8T1C6|GNT1_DICDI,2.15E-25
TRINITY_DN7561_c0_g1_i5,sp|Q9FFK8|NFXL2_ARATH,5.14E-119
TRINITY_DN12020_c0_g1_i2,sp|Q03392|PCNA_SCHPO,2.90E-32
TRINITY_DN18116_c0_g1_i5,sp|Q9QZS5|SGK2_MOUSE,4.01E-38
TRINITY_DN13959_c0_g1_i1,sp|P51566|AFC1_ARATH,6.82E-60
TRINITY_DN4359_c0_g1_i2,sp|Q9VVE5|MSIR6_DROME,1.52E-26
TRINITY_DN6514_c0_g1_i2,sp|A8I4E9|CP100_CHLRE,1.21E-55
TRINITY_DN20940_c0_g1_i1,sp|Q86U44|MTA70_HUMAN,7.34E-132
TRINITY_DN24802_c0_g1_i1,sp|Q9L9D7|COCE_RHOSM,4.26E-21
TRINITY_DN23755_c0_g1_i1,sp|Q10156|LKH1_SCHPO,5.60E-24
TRINITY_DN9262_c1_g2_i1,sp|Q96PP9|GBP4_HUMAN,6.68E-49
TRINITY_DN28324_c0_g1_i1,sp|Q8BRC6|MAAT1_MOUSE,5.94E-48
TRINITY_DN17022_c1_g2_i1,sp|Q9ULH0|KDIS_HUMAN,4.62E-44
TRINITY_DN49426_c0_g1_i1,sp|Q8W4M5|PFPB1_ARATH,1.96E-42
TRINITY_DN10450_c0_g2_i1,sp|Q968X7|PNO_CRYPV,5.52E-123
TRINITY_DN3318_c0_g1_i3,sp|O64644|SAP18_ARATH,1.40E-28
TRINITY_DN16626_c0_g4_i2,sp|Q99NH0|ANR17_MOUSE,5.62E-40
TRINITY_DN2962_c0_g1_i15,sp|P56286|IF2A_SCHPO,2.81E-81
TRINITY_DN9582_c0_g1_i3,sp|Q5XQC7|BON3_ARATH,1.53E-109
TRINITY_DN3232_c1_g2_i9,sp|P27996|H4_SOLST,1.24E-41
TRINITY_DN10357_c0_g1_i1,sp|B2RY56|RBM25_MOUSE,1.83E-24
TRINITY_DN3787_c0_g1_i2,sp|Q9XG77|PSA6_TOBAC,1.09E-84
TRINITY_DN10538_c0_g1_i8,sp|Q86JM3|RPC6_DICDI,3.42E-24
TRINITY_DN644_c0_g1_i3,sp|Q42404|RU17_ARATH,1.51E-40
