Trinity_ID	GO_ID	GOslim	Biological_process
TRINITY_DN4706_c0_g1_i2	GO:0019731	stress response	P
TRINITY_DN4706_c0_g1_i3	GO:0019731	stress response	P
TRINITY_DN4706_c0_g1_i4	GO:0019731	stress response	P
TRINITY_DN16752_c0_g2_i1	GO:0019731	stress response	P
TRINITY_DN2682_c0_g1_i1	GO:0019732	stress response	P
TRINITY_DN310_c0_g1_i1	GO:0019732	stress response	P
TRINITY_DN310_c0_g1_i2	GO:0019732	stress response	P
TRINITY_DN2646_c0_g1_i1	GO:0019732	stress response	P
TRINITY_DN7515_c0_g1_i1	GO:0019732	stress response	P
TRINITY_DN7515_c0_g1_i4	GO:0019732	stress response	P
TRINITY_DN2029_c0_g1_i3	GO:0019985	stress response	P
TRINITY_DN2029_c0_g1_i1	GO:0019985	stress response	P
TRINITY_DN2029_c0_g1_i2	GO:0019985	stress response	P
TRINITY_DN5113_c0_g1_i1	GO:0019985	stress response	P
TRINITY_DN5113_c0_g1_i2	GO:0019985	stress response	P
TRINITY_DN1977_c0_g1_i1	GO:0019985	stress response	P
TRINITY_DN8955_c0_g2_i4	GO:0019985	stress response	P
TRINITY_DN8955_c0_g4_i1	GO:0019985	stress response	P
TRINITY_DN3477_c0_g1_i1	GO:0019985	stress response	P
TRINITY_DN139_c0_g1_i4	GO:0019985	stress response	P
TRINITY_DN139_c0_g1_i6	GO:0019985	stress response	P
TRINITY_DN139_c0_g1_i8	GO:0019985	stress response	P
TRINITY_DN302_c0_g1_i1	GO:0019985	stress response	P
TRINITY_DN9258_c0_g1_i2	GO:0019985	stress response	P
TRINITY_DN8193_c0_g2_i1	GO:0019985	stress response	P
TRINITY_DN7567_c0_g1_i3	GO:0019985	stress response	P
TRINITY_DN8193_c0_g1_i1	GO:0019985	stress response	P
TRINITY_DN3231_c0_g1_i7	GO:0019985	stress response	P
TRINITY_DN3231_c0_g1_i9	GO:0019985	stress response	P
TRINITY_DN1355_c0_g1_i1	GO:0030168	stress response	P
TRINITY_DN26831_c1_g1_i1	GO:0030168	stress response	P
TRINITY_DN9942_c0_g1_i1	GO:0030168	stress response	P
TRINITY_DN151_c0_g2_i2	GO:0030168	stress response	P
TRINITY_DN151_c0_g2_i4	GO:0030168	stress response	P
TRINITY_DN151_c0_g2_i5	GO:0030168	stress response	P
TRINITY_DN13849_c0_g1_i1	GO:0030168	stress response	P
TRINITY_DN29476_c0_g1_i1	GO:0030168	stress response	P
TRINITY_DN25256_c0_g1_i1	GO:0030168	stress response	P
TRINITY_DN5141_c0_g1_i2	GO:0030168	stress response	P
TRINITY_DN5141_c0_g1_i5	GO:0030168	stress response	P
TRINITY_DN7529_c1_g1_i1	GO:0030168	stress response	P
TRINITY_DN10792_c0_g1_i2	GO:0030168	stress response	P
TRINITY_DN10792_c0_g1_i4	GO:0030168	stress response	P
TRINITY_DN6292_c0_g1_i1	GO:0030168	stress response	P
TRINITY_DN957_c0_g2_i1	GO:0030168	stress response	P
TRINITY_DN957_c0_g2_i2	GO:0030168	stress response	P
TRINITY_DN957_c0_g2_i3	GO:0030168	stress response	P
TRINITY_DN5111_c0_g1_i3	GO:0030168	stress response	P
TRINITY_DN2738_c0_g1_i1	GO:0030168	stress response	P
TRINITY_DN25103_c0_g1_i1	GO:0030168	stress response	P
TRINITY_DN3970_c0_g1_i1	GO:0030193	stress response	P
TRINITY_DN6430_c0_g1_i1	GO:0030193	stress response	P
TRINITY_DN652_c1_g1_i2	GO:0030193	stress response	P
TRINITY_DN652_c1_g1_i4	GO:0030193	stress response	P
TRINITY_DN8992_c3_g1_i1	GO:0030193	stress response	P
TRINITY_DN652_c1_g1_i6	GO:0030193	stress response	P
TRINITY_DN652_c1_g1_i8	GO:0030193	stress response	P
TRINITY_DN9291_c0_g1_i1	GO:0030193	stress response	P
TRINITY_DN28028_c0_g1_i1	GO:0030193	stress response	P
TRINITY_DN652_c1_g1_i1	GO:0030193	stress response	P
TRINITY_DN652_c1_g1_i7	GO:0030193	stress response	P
TRINITY_DN8480_c0_g2_i1	GO:0030193	stress response	P
TRINITY_DN16429_c0_g1_i1	GO:0030194	stress response	P
TRINITY_DN13803_c0_g1_i1	GO:0030195	stress response	P
TRINITY_DN14915_c0_g1_i15	GO:0030195	stress response	P
TRINITY_DN6051_c0_g2_i7	GO:0030195	stress response	P
TRINITY_DN6051_c20_g1_i1	GO:0030195	stress response	P
TRINITY_DN8213_c0_g1_i2	GO:0030195	stress response	P
TRINITY_DN24347_c0_g1_i1	GO:0030330	stress response	P
TRINITY_DN530_c0_g3_i3	GO:0030330	stress response	P
TRINITY_DN21572_c0_g1_i1	GO:0030330	stress response	P
TRINITY_DN4984_c0_g1_i1	GO:0030330	stress response	P
TRINITY_DN24704_c0_g1_i1	GO:0030330	stress response	P
TRINITY_DN6616_c0_g1_i1	GO:0030330	stress response	P
TRINITY_DN11323_c0_g1_i1	GO:0030449	stress response	P
TRINITY_DN11154_c0_g1_i1	GO:0030587	stress response	P
TRINITY_DN22577_c0_g1_i1	GO:0030587	stress response	P
TRINITY_DN9052_c0_g1_i1	GO:0030683	stress response	P
TRINITY_DN4224_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN4436_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN4436_c0_g1_i2	GO:0030968	stress response	P
TRINITY_DN5343_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN1485_c0_g1_i2	GO:0030968	stress response	P
TRINITY_DN1485_c0_g1_i4	GO:0030968	stress response	P
TRINITY_DN3805_c0_g1_i2	GO:0030968	stress response	P
TRINITY_DN3805_c0_g1_i4	GO:0030968	stress response	P
TRINITY_DN3805_c0_g1_i5	GO:0030968	stress response	P
TRINITY_DN609_c2_g2_i1	GO:0030968	stress response	P
TRINITY_DN21834_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN8535_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN13832_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN18268_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN1100_c1_g1_i1	GO:0030968	stress response	P
TRINITY_DN1100_c1_g1_i2	GO:0030968	stress response	P
TRINITY_DN1100_c1_g1_i3	GO:0030968	stress response	P
TRINITY_DN16127_c0_g1_i2	GO:0030968	stress response	P
TRINITY_DN4672_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN4672_c0_g1_i3	GO:0030968	stress response	P
TRINITY_DN4672_c0_g1_i5	GO:0030968	stress response	P
TRINITY_DN1385_c0_g1_i4	GO:0030968	stress response	P
TRINITY_DN3776_c2_g1_i1	GO:0030968	stress response	P
TRINITY_DN4760_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN4760_c0_g1_i2	GO:0030968	stress response	P
TRINITY_DN8115_c0_g1_i2	GO:0030968	stress response	P
TRINITY_DN2391_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN650_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN2243_c0_g1_i2	GO:0030968	stress response	P
TRINITY_DN4767_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN361_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN361_c0_g1_i2	GO:0030968	stress response	P
TRINITY_DN361_c0_g1_i3	GO:0030968	stress response	P
TRINITY_DN361_c0_g1_i4	GO:0030968	stress response	P
TRINITY_DN24_c1_g1_i1	GO:0030968	stress response	P
TRINITY_DN6518_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN7532_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN7532_c0_g2_i3	GO:0030968	stress response	P
TRINITY_DN235_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN235_c0_g1_i2	GO:0030968	stress response	P
TRINITY_DN235_c0_g1_i3	GO:0030968	stress response	P
TRINITY_DN235_c0_g1_i4	GO:0030968	stress response	P
TRINITY_DN235_c0_g1_i4	GO:0030968	stress response	P
TRINITY_DN235_c0_g1_i6	GO:0030968	stress response	P
TRINITY_DN5233_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN235_c0_g1_i7	GO:0030968	stress response	P
TRINITY_DN1882_c0_g2_i1	GO:0030968	stress response	P
TRINITY_DN3080_c0_g1_i2	GO:0030968	stress response	P
TRINITY_DN3080_c0_g1_i3	GO:0030968	stress response	P
TRINITY_DN12765_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN6221_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN6221_c0_g1_i1	GO:0030968	stress response	P
TRINITY_DN6221_c0_g1_i7	GO:0030968	stress response	P
TRINITY_DN759_c0_g1_i12	GO:0031098	stress response	P
TRINITY_DN1719_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN1719_c0_g1_i2	GO:0031098	stress response	P
TRINITY_DN3381_c0_g1_i5	GO:0031098	stress response	P
TRINITY_DN3381_c0_g1_i7	GO:0031098	stress response	P
TRINITY_DN3381_c0_g1_i8	GO:0031098	stress response	P
TRINITY_DN25398_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN23907_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN6243_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN120_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN120_c0_g1_i2	GO:0031098	stress response	P
TRINITY_DN120_c0_g1_i3	GO:0031098	stress response	P
TRINITY_DN21221_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN28151_c1_g1_i1	GO:0031098	stress response	P
TRINITY_DN15917_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN10017_c1_g1_i1	GO:0031098	stress response	P
TRINITY_DN17888_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN2324_c0_g1_i3	GO:0031098	stress response	P
TRINITY_DN820_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN820_c0_g1_i4	GO:0031098	stress response	P
TRINITY_DN820_c0_g1_i4	GO:0031098	stress response	P
TRINITY_DN820_c0_g1_i7	GO:0031098	stress response	P
TRINITY_DN820_c0_g1_i9	GO:0031098	stress response	P
TRINITY_DN820_c0_g1_i9	GO:0031098	stress response	P
TRINITY_DN11342_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN3151_c0_g1_i7	GO:0031098	stress response	P
TRINITY_DN3151_c0_g1_i8	GO:0031098	stress response	P
TRINITY_DN24724_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN26306_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN9174_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN9174_c0_g1_i2	GO:0031098	stress response	P
TRINITY_DN5760_c0_g1_i4	GO:0031098	stress response	P
TRINITY_DN2324_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN2324_c0_g1_i2	GO:0031098	stress response	P
TRINITY_DN2324_c0_g1_i5	GO:0031098	stress response	P
TRINITY_DN2324_c0_g1_i6	GO:0031098	stress response	P
TRINITY_DN2324_c0_g1_i7	GO:0031098	stress response	P
TRINITY_DN1618_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN1618_c0_g1_i3	GO:0031098	stress response	P
TRINITY_DN1618_c0_g1_i5	GO:0031098	stress response	P
TRINITY_DN1618_c0_g1_i6	GO:0031098	stress response	P
TRINITY_DN1968_c1_g1_i16	GO:0031098	stress response	P
TRINITY_DN1968_c1_g1_i4	GO:0031098	stress response	P
TRINITY_DN1968_c1_g1_i7	GO:0031098	stress response	P
TRINITY_DN1968_c1_g1_i9	GO:0031098	stress response	P
TRINITY_DN864_c0_g2_i11	GO:0031098	stress response	P
TRINITY_DN864_c0_g2_i6	GO:0031098	stress response	P
TRINITY_DN25839_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN7150_c0_g1_i2	GO:0031098	stress response	P
TRINITY_DN7150_c0_g1_i3	GO:0031098	stress response	P
TRINITY_DN83_c1_g1_i1	GO:0031098	stress response	P
TRINITY_DN83_c1_g1_i2	GO:0031098	stress response	P
TRINITY_DN83_c1_g1_i3	GO:0031098	stress response	P
TRINITY_DN83_c1_g1_i4	GO:0031098	stress response	P
TRINITY_DN83_c1_g1_i5	GO:0031098	stress response	P
TRINITY_DN759_c0_g1_i13	GO:0031098	stress response	P
TRINITY_DN759_c0_g1_i7	GO:0031098	stress response	P
TRINITY_DN3151_c0_g1_i2	GO:0031098	stress response	P
TRINITY_DN1351_c0_g1_i6	GO:0031098	stress response	P
TRINITY_DN16185_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN9914_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN6535_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN6535_c0_g1_i4	GO:0031098	stress response	P
TRINITY_DN9848_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN759_c0_g1_i5	GO:0031098	stress response	P
TRINITY_DN618_c0_g1_i1	GO:0031098	stress response	P
TRINITY_DN3995_c0_g2_i1	GO:0031098	stress response	P
TRINITY_DN3995_c0_g2_i3	GO:0031098	stress response	P
TRINITY_DN3995_c0_g2_i4	GO:0031098	stress response	P
TRINITY_DN3995_c0_g2_i5	GO:0031098	stress response	P
TRINITY_DN3995_c0_g2_i6	GO:0031098	stress response	P
TRINITY_DN618_c0_g1_i2	GO:0031098	stress response	P
TRINITY_DN25725_c0_g1_i1	GO:0031101	stress response	P
TRINITY_DN7123_c0_g1_i3	GO:0031101	stress response	P
TRINITY_DN16759_c0_g1_i1	GO:0031101	stress response	P
TRINITY_DN9808_c0_g1_i1	GO:0031103	stress response	P
TRINITY_DN9808_c0_g1_i2	GO:0031103	stress response	P
TRINITY_DN18860_c0_g1_i1	GO:0031103	stress response	P
TRINITY_DN3147_c0_g1_i1	GO:0031103	stress response	P
TRINITY_DN7242_c0_g1_i1	GO:0031103	stress response	P
TRINITY_DN11154_c0_g1_i1	GO:0031152	stress response	P
TRINITY_DN4708_c0_g1_i1	GO:0031152	stress response	P
TRINITY_DN9458_c0_g1_i1	GO:0031154	stress response	P
TRINITY_DN3072_c0_g1_i3	GO:0031154	stress response	P
TRINITY_DN3072_c0_g1_i4	GO:0031154	stress response	P
TRINITY_DN9458_c0_g1_i1	GO:0031285	stress response	P
TRINITY_DN381_c0_g1_i5	GO:0031286	stress response	P
TRINITY_DN9458_c0_g1_i1	GO:0031288	stress response	P
TRINITY_DN4708_c0_g1_i1	GO:0031288	stress response	P
TRINITY_DN22577_c0_g1_i1	GO:0031288	stress response	P
TRINITY_DN16470_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN16470_c0_g2_i1	GO:0031297	stress response	P
TRINITY_DN7092_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN25735_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN7264_c0_g1_i6	GO:0031297	stress response	P
TRINITY_DN7264_c1_g1_i2	GO:0031297	stress response	P
TRINITY_DN5662_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN530_c0_g3_i3	GO:0031297	stress response	P
TRINITY_DN1046_c0_g1_i2	GO:0031297	stress response	P
TRINITY_DN19153_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN26947_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN12908_c0_g2_i1	GO:0031297	stress response	P
TRINITY_DN5662_c0_g1_i2	GO:0031297	stress response	P
TRINITY_DN5835_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN6658_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN6658_c0_g2_i1	GO:0031297	stress response	P
TRINITY_DN3854_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN200_c0_g2_i1	GO:0031297	stress response	P
TRINITY_DN26972_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN24241_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN6895_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN200_c0_g1_i2	GO:0031297	stress response	P
TRINITY_DN7264_c1_g1_i1	GO:0031297	stress response	P
TRINITY_DN26304_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN7264_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN7264_c0_g1_i2	GO:0031297	stress response	P
TRINITY_DN7264_c0_g1_i4	GO:0031297	stress response	P
TRINITY_DN7264_c0_g1_i5	GO:0031297	stress response	P
TRINITY_DN711_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN16494_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN993_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN993_c0_g1_i2	GO:0031297	stress response	P
TRINITY_DN28289_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN28978_c0_g1_i1	GO:0031297	stress response	P
TRINITY_DN6791_c0_g1_i1	GO:0031347	stress response	P
TRINITY_DN11148_c0_g1_i1	GO:0031571	stress response	P
TRINITY_DN429_c0_g1_i4	GO:0031571	stress response	P
TRINITY_DN429_c0_g1_i8	GO:0031571	stress response	P
TRINITY_DN429_c0_g1_i5	GO:0031571	stress response	P
TRINITY_DN429_c0_g1_i6	GO:0031571	stress response	P
TRINITY_DN2715_c0_g1_i2	GO:0031571	stress response	P
TRINITY_DN2715_c0_g1_i2	GO:0031571	stress response	P
TRINITY_DN2813_c0_g1_i1	GO:0031571	stress response	P
TRINITY_DN2715_c0_g1_i1	GO:0031571	stress response	P
TRINITY_DN2112_c0_g1_i1	GO:0031571	stress response	P
TRINITY_DN1670_c0_g1_i1	GO:0031572	stress response	P
TRINITY_DN1670_c0_g1_i2	GO:0031572	stress response	P
TRINITY_DN3277_c0_g1_i1	GO:0031572	stress response	P
TRINITY_DN3277_c0_g1_i2	GO:0031572	stress response	P
TRINITY_DN8193_c0_g2_i1	GO:0031572	stress response	P
TRINITY_DN8193_c0_g1_i1	GO:0031572	stress response	P
TRINITY_DN2066_c0_g1_i1	GO:0031572	stress response	P
TRINITY_DN820_c0_g1_i2	GO:0031572	stress response	P
TRINITY_DN6948_c0_g2_i1	GO:0031572	stress response	P
TRINITY_DN2312_c0_g1_i1	GO:0031572	stress response	P
TRINITY_DN2312_c0_g1_i2	GO:0031572	stress response	P
TRINITY_DN2312_c0_g1_i3	GO:0031572	stress response	P
TRINITY_DN1448_c0_g1_i1	GO:0031572	stress response	P
TRINITY_DN8450_c0_g1_i1	GO:0031572	stress response	P
TRINITY_DN19883_c0_g1_i2	GO:0031573	stress response	P
TRINITY_DN1762_c0_g1_i1	GO:0031573	stress response	P
TRINITY_DN3191_c0_g1_i2	GO:0031573	stress response	P
TRINITY_DN10989_c5_g1_i1	GO:0031573	stress response	P
TRINITY_DN11611_c3_g1_i1	GO:0031573	stress response	P
TRINITY_DN13277_c0_g1_i2	GO:0031573	stress response	P
TRINITY_DN3512_c0_g1_i5	GO:0031573	stress response	P
TRINITY_DN3693_c0_g1_i3	GO:0031573	stress response	P
TRINITY_DN6658_c0_g1_i1	GO:0031573	stress response	P
TRINITY_DN6658_c0_g2_i1	GO:0031573	stress response	P
TRINITY_DN27403_c0_g1_i1	GO:0031573	stress response	P
TRINITY_DN19883_c0_g1_i1	GO:0031573	stress response	P
TRINITY_DN16494_c0_g1_i1	GO:0031573	stress response	P
TRINITY_DN28168_c0_g1_i1	GO:0031573	stress response	P
TRINITY_DN15469_c0_g1_i1	GO:0031573	stress response	P
TRINITY_DN5274_c0_g2_i1	GO:0031848	stress response	P
TRINITY_DN3435_c0_g1_i1	GO:0031848	stress response	P
TRINITY_DN2046_c0_g3_i1	GO:0031848	stress response	P
TRINITY_DN2046_c0_g3_i3	GO:0031848	stress response	P
TRINITY_DN5401_c0_g1_i3	GO:0031990	stress response	P
TRINITY_DN2454_c0_g1_i1	GO:0031990	stress response	P
TRINITY_DN4337_c0_g1_i1	GO:0031990	stress response	P
TRINITY_DN197_c0_g1_i5	GO:0031990	stress response	P
TRINITY_DN197_c0_g1_i6	GO:0031990	stress response	P
TRINITY_DN197_c0_g1_i8	GO:0031990	stress response	P
TRINITY_DN197_c0_g1_i9	GO:0031990	stress response	P
TRINITY_DN7532_c0_g1_i2	GO:0032057	stress response	P
TRINITY_DN7532_c0_g2_i1	GO:0032057	stress response	P
TRINITY_DN7532_c0_g1_i1	GO:0032057	stress response	P
TRINITY_DN7532_c0_g2_i3	GO:0032057	stress response	P
TRINITY_DN1618_c0_g1_i4	GO:0032872	stress response	P
TRINITY_DN12711_c0_g1_i1	GO:0032873	stress response	P
TRINITY_DN859_c1_g1_i2	GO:0032873	stress response	P
TRINITY_DN2630_c0_g1_i13	GO:0032874	stress response	P
TRINITY_DN10774_c0_g1_i1	GO:0032874	stress response	P
TRINITY_DN10774_c0_g1_i2	GO:0032874	stress response	P
TRINITY_DN10774_c0_g1_i3	GO:0032874	stress response	P
TRINITY_DN820_c0_g1_i2	GO:0032874	stress response	P
TRINITY_DN787_c0_g1_i1	GO:0032874	stress response	P
TRINITY_DN787_c0_g1_i2	GO:0032874	stress response	P
TRINITY_DN618_c0_g1_i2	GO:0032874	stress response	P
TRINITY_DN5377_c0_g1_i1	GO:0033683	stress response	P
TRINITY_DN3966_c0_g1_i1	GO:0033683	stress response	P
TRINITY_DN1977_c0_g1_i1	GO:0033683	stress response	P
TRINITY_DN3399_c0_g1_i1	GO:0033683	stress response	P
TRINITY_DN8955_c0_g2_i4	GO:0033683	stress response	P
TRINITY_DN8955_c0_g4_i1	GO:0033683	stress response	P
TRINITY_DN3477_c0_g1_i1	GO:0033683	stress response	P
TRINITY_DN139_c0_g1_i4	GO:0033683	stress response	P
TRINITY_DN139_c0_g1_i6	GO:0033683	stress response	P
TRINITY_DN139_c0_g1_i8	GO:0033683	stress response	P
TRINITY_DN121_c0_g1_i1	GO:0033683	stress response	P
TRINITY_DN121_c0_g1_i2	GO:0033683	stress response	P
TRINITY_DN2042_c0_g1_i1	GO:0033683	stress response	P
TRINITY_DN2042_c0_g1_i2	GO:0033683	stress response	P
TRINITY_DN2042_c0_g1_i3	GO:0033683	stress response	P
TRINITY_DN22437_c0_g1_i1	GO:0033683	stress response	P
TRINITY_DN22437_c0_g1_i2	GO:0033683	stress response	P
TRINITY_DN1693_c0_g1_i2	GO:0033683	stress response	P
TRINITY_DN1171_c0_g1_i1	GO:0033683	stress response	P
TRINITY_DN3966_c1_g1_i2	GO:0033683	stress response	P
TRINITY_DN5273_c0_g1_i1	GO:0033683	stress response	P
TRINITY_DN5273_c0_g1_i2	GO:0033683	stress response	P
TRINITY_DN5273_c0_g1_i3	GO:0033683	stress response	P
TRINITY_DN5273_c0_g1_i3	GO:0033683	stress response	P
TRINITY_DN28736_c0_g1_i1	GO:0034059	stress response	P
TRINITY_DN6189_c0_g1_i2	GO:0034059	stress response	P
TRINITY_DN10430_c0_g1_i1	GO:0034121	stress response	P
TRINITY_DN21880_c0_g1_i1	GO:0034121	stress response	P
TRINITY_DN22846_c0_g1_i1	GO:0034121	stress response	P
TRINITY_DN7008_c0_g1_i1	GO:0034121	stress response	P
TRINITY_DN2397_c0_g1_i1	GO:0034121	stress response	P
TRINITY_DN28949_c0_g1_i1	GO:0034121	stress response	P
TRINITY_DN24164_c0_g1_i1	GO:0034122	stress response	P
TRINITY_DN151_c0_g2_i2	GO:0034122	stress response	P
TRINITY_DN151_c0_g2_i4	GO:0034122	stress response	P
TRINITY_DN151_c0_g2_i5	GO:0034122	stress response	P
TRINITY_DN28267_c0_g1_i1	GO:0034122	stress response	P
TRINITY_DN3864_c0_g1_i1	GO:0034122	stress response	P
TRINITY_DN3864_c0_g1_i3	GO:0034122	stress response	P
TRINITY_DN4743_c0_g1_i1	GO:0034122	stress response	P
TRINITY_DN2907_c0_g1_i1	GO:0034125	stress response	P
TRINITY_DN659_c0_g1_i1	GO:0034140	stress response	P
TRINITY_DN659_c0_g1_i2	GO:0034140	stress response	P
TRINITY_DN4799_c0_g1_i1	GO:0034141	stress response	P
TRINITY_DN4799_c0_g1_i1	GO:0034141	stress response	P
TRINITY_DN4799_c0_g1_i1	GO:0034145	stress response	P
TRINITY_DN4799_c0_g1_i1	GO:0034145	stress response	P
TRINITY_DN16_c0_g1_i1	GO:0034162	stress response	P
TRINITY_DN16_c0_g1_i2	GO:0034162	stress response	P
TRINITY_DN16_c0_g2_i2	GO:0034162	stress response	P
TRINITY_DN16_c0_g2_i4	GO:0034162	stress response	P
TRINITY_DN21351_c0_g1_i1	GO:0034164	stress response	P
TRINITY_DN18712_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN18712_c0_g1_i5	GO:0034198	stress response	P
TRINITY_DN3375_c0_g1_i2	GO:0034198	stress response	P
TRINITY_DN3375_c0_g1_i4	GO:0034198	stress response	P
TRINITY_DN3375_c0_g1_i8	GO:0034198	stress response	P
TRINITY_DN1513_c0_g1_i2	GO:0034198	stress response	P
TRINITY_DN2774_c0_g1_i2	GO:0034198	stress response	P
TRINITY_DN21572_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN8051_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN3360_c0_g1_i2	GO:0034198	stress response	P
TRINITY_DN9272_c5_g1_i1	GO:0034198	stress response	P
TRINITY_DN334_c0_g2_i2	GO:0034198	stress response	P
TRINITY_DN16098_c0_g2_i1	GO:0034198	stress response	P
TRINITY_DN2494_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN2494_c0_g1_i2	GO:0034198	stress response	P
TRINITY_DN2494_c0_g1_i4	GO:0034198	stress response	P
TRINITY_DN3140_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN1293_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN1293_c0_g1_i2	GO:0034198	stress response	P
TRINITY_DN1293_c0_g1_i3	GO:0034198	stress response	P
TRINITY_DN1293_c0_g1_i4	GO:0034198	stress response	P
TRINITY_DN720_c0_g1_i4	GO:0034198	stress response	P
TRINITY_DN2974_c1_g1_i1	GO:0034198	stress response	P
TRINITY_DN2974_c1_g1_i2	GO:0034198	stress response	P
TRINITY_DN12356_c0_g2_i1	GO:0034198	stress response	P
TRINITY_DN1293_c0_g1_i5	GO:0034198	stress response	P
TRINITY_DN3163_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN5416_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN3781_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN1444_c0_g2_i1	GO:0034198	stress response	P
TRINITY_DN1444_c0_g2_i2	GO:0034198	stress response	P
TRINITY_DN412_c0_g1_i12	GO:0034198	stress response	P
TRINITY_DN412_c0_g1_i8	GO:0034198	stress response	P
TRINITY_DN412_c0_g1_i9	GO:0034198	stress response	P
TRINITY_DN0_c1_g1_i1	GO:0034198	stress response	P
TRINITY_DN0_c1_g1_i2	GO:0034198	stress response	P
TRINITY_DN0_c1_g1_i3	GO:0034198	stress response	P
TRINITY_DN611_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN611_c0_g1_i2	GO:0034198	stress response	P
TRINITY_DN6316_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN2774_c0_g1_i3	GO:0034198	stress response	P
TRINITY_DN3901_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN7532_c0_g1_i2	GO:0034198	stress response	P
TRINITY_DN7532_c0_g2_i1	GO:0034198	stress response	P
TRINITY_DN6606_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN7532_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN7532_c0_g2_i3	GO:0034198	stress response	P
TRINITY_DN1444_c0_g1_i2	GO:0034198	stress response	P
TRINITY_DN1444_c0_g1_i3	GO:0034198	stress response	P
TRINITY_DN12765_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN6221_c0_g1_i1	GO:0034198	stress response	P
TRINITY_DN6221_c0_g1_i7	GO:0034198	stress response	P
TRINITY_DN25368_c0_g1_i1	GO:0034340	stress response	P
