"","qseqid","sseqid","evalue","bitscore","staxids","sscinames","scomnames","sskingdoms"
"158394","TRINITY_DN20160_c0_g1_i1","gi|486170775|gb|JX452101.1|",1.59e-163,587,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158395","TRINITY_DN20160_c0_g1_i2","gi|486170775|gb|JX452101.1|",5.32e-157,565,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158435","TRINITY_DN11074_c0_g2_i1","gi|1208038703|gb|KY303919.1|",4.45e-23,120,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158462","TRINITY_DN11082_c4_g1_i1","gi|333441019|gb|HM231278.1|",1.26e-22,118,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158473","TRINITY_DN11039_c2_g1_i1","gi|219937541|emb|AM231066.1|",1.95e-50,210,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"158474","TRINITY_DN11039_c5_g1_i1","gi|219937541|emb|AM231066.1|",2.63e-61,246,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"158475","TRINITY_DN11039_c1_g1_i1","gi|219937541|emb|AM231066.1|",1.58e-51,214,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"158476","TRINITY_DN11039_c1_g1_i2","gi|219937541|emb|AM231066.1|",4.85e-31,145,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"158511","TRINITY_DN7207_c2_g1_i2","gi|1102132687|gb|KU986882.1|",1.26e-51,215,"39395","Cancer borealis","Jonah crab","Eukaryota"
"158512","TRINITY_DN7207_c2_g1_i1","gi|1102132687|gb|KU986882.1|",9.78e-52,215,"39395","Cancer borealis","Jonah crab","Eukaryota"
"158534","TRINITY_DN7231_c0_g1_i5","gi|262401216|gb|FJ774790.1|",4.92e-22,118,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"158535","TRINITY_DN7231_c0_g1_i3","gi|262401216|gb|FJ774790.1|",5.26e-22,118,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"158536","TRINITY_DN7231_c0_g1_i4","gi|262401216|gb|FJ774790.1|",3.9e-22,118,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"158632","TRINITY_DN7272_c0_g2_i2","gi|1122815932|gb|KX785223.1|",2.02e-74,291,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158633","TRINITY_DN7272_c0_g2_i1","gi|1122815932|gb|KX785223.1|",6.66e-68,269,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158634","TRINITY_DN7251_c0_g1_i7","gi|995975384|gb|KU175342.1|",8.04e-79,306,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158635","TRINITY_DN7251_c0_g1_i9","gi|995975384|gb|KU175342.1|",2.74e-93,356,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158636","TRINITY_DN7251_c0_g1_i2","gi|995975384|gb|KU175342.1|",2.32e-100,379,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158637","TRINITY_DN7251_c0_g1_i1","gi|995975384|gb|KU175342.1|",9.21e-93,354,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158638","TRINITY_DN7251_c0_g1_i4","gi|995975384|gb|KU175342.1|",2.52e-65,260,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158643","TRINITY_DN7228_c0_g1_i1","gi|262401270|gb|FJ774817.1|",5.32e-85,325,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"158687","TRINITY_DN11111_c0_g1_i2","gi|995975384|gb|KU175342.1|",2.2e-23,120,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158743","TRINITY_DN44736_c0_g1_i1","gi|1384008408|gb|MF179307.1|",5.9e-112,416,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158780","TRINITY_DN18496_c0_g1_i1","gi|399207906|gb|JN645277.1|",0,2228,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158803","TRINITY_DN6304_c0_g2_i2","gi|89078342|gb|DQ388800.1|",1.46e-36,165,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158804","TRINITY_DN6304_c0_g2_i1","gi|89078342|gb|DQ388800.1|",1.45e-36,165,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158855","TRINITY_DN6336_c0_g1_i5","gi|1238847555|ref|XM_022386231.1|",9.58e-143,520,"6850","Limulus polyphemus","Atlantic horseshoe crab","Eukaryota"
"158886","TRINITY_DN6337_c1_g2_i1","gi|338224447|gb|HM217870.1|",1.38e-22,120,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"158887","TRINITY_DN6337_c2_g1_i1","gi|338224447|gb|HM217870.1|",1.38e-25,127,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"158891","TRINITY_DN6315_c0_g1_i1","gi|693266381|gb|KJ544667.1|",0,2094,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"158910","TRINITY_DN35714_c0_g1_i1","gi|262401120|gb|FJ774742.1|",0,780,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"158915","TRINITY_DN52987_c0_g1_i1","gi|902942567|gb|KR108012.1|",3.5e-158,569,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"158929","TRINITY_DN10243_c0_g1_i15","gi|262400956|gb|FJ774658.1|",1.99e-107,401,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"158930","TRINITY_DN10243_c0_g1_i6","gi|262400956|gb|FJ774658.1|",1.98e-107,401,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"158931","TRINITY_DN10243_c0_g1_i5","gi|262400956|gb|FJ774658.1|",1.24e-90,345,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"158932","TRINITY_DN10243_c0_g1_i7","gi|262400956|gb|FJ774658.1|",1.78e-128,471,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"158938","TRINITY_DN10207_c0_g1_i3","gi|1066131|gb|L49023.1|HINMSATA",3.91e-30,143,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"158940","TRINITY_DN10293_c0_g1_i1","gi|262400956|gb|FJ774658.1|",0,646,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"158959","TRINITY_DN10296_c0_g1_i1","gi|262401464|gb|FJ774916.1|",2.39e-86,329,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"158992","TRINITY_DN10206_c2_g1_i1","gi|540849967|gb|KC896286.1|",0,1384,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159006","TRINITY_DN26671_c0_g1_i1","gi|338224304|gb|HM217789.1|",2.46e-73,286,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159009","TRINITY_DN26627_c0_g1_i1","gi|724086346|gb|KJ000427.1|",5.98e-58,235,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159037","TRINITY_DN10365_c0_g1_i1","gi|392303550|gb|JX102583.1|",3.66e-25,127,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159042","TRINITY_DN10306_c0_g1_i1","gi|347439535|gb|JN415099.1|",1.82e-31,147,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159043","TRINITY_DN10388_c0_g1_i1","gi|347439535|gb|JN415099.1|",2.11e-35,161,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159046","TRINITY_DN10320_c0_g1_i1","gi|262401176|gb|FJ774770.1|",5.6e-35,161,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159047","TRINITY_DN10320_c0_g1_i2","gi|262401176|gb|FJ774770.1|",5.97e-35,161,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159082","TRINITY_DN43999_c0_g1_i1","gi|338224451|gb|HM217872.1|",6.34e-28,136,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159085","TRINITY_DN43947_c0_g1_i1","gi|902942567|gb|KR108012.1|",0,816,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159087","TRINITY_DN17686_c0_g1_i3","gi|1208038703|gb|KY303919.1|",2.6e-22,116,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159088","TRINITY_DN17686_c0_g1_i1","gi|89078342|gb|DQ388800.1|",8.58e-22,114,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159089","TRINITY_DN17686_c1_g1_i3","gi|347439535|gb|JN415099.1|",1.09e-49,208,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159090","TRINITY_DN17686_c1_g1_i1","gi|347439535|gb|JN415099.1|",1.27e-26,131,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159110","TRINITY_DN59110_c0_g1_i1","gi|338224509|gb|HM217907.1|",2.37e-88,338,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159121","TRINITY_DN59211_c0_g1_i1","gi|1068289570|gb|KU681457.1|",6.84e-79,306,"39395","Cancer borealis","Jonah crab","Eukaryota"
"159122","TRINITY_DN59211_c0_g1_i1","gi|1068289570|gb|KU681457.1|",1.32e-62,251,"39395","Cancer borealis","Jonah crab","Eukaryota"
"159131","TRINITY_DN34915_c0_g1_i1","gi|1068289570|gb|KU681457.1|",4.5e-108,403,"39395","Cancer borealis","Jonah crab","Eukaryota"
"159132","TRINITY_DN34915_c0_g2_i1","gi|1068289570|gb|KU681457.1|",5.95e-117,432,"39395","Cancer borealis","Jonah crab","Eukaryota"
"159133","TRINITY_DN34915_c0_g2_i2","gi|1068289570|gb|KU681457.1|",4.66e-99,372,"39395","Cancer borealis","Jonah crab","Eukaryota"
"159134","TRINITY_DN34906_c0_g1_i1","gi|971533771|gb|KU214503.1|",6.76e-71,279,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"159144","TRINITY_DN25850_c0_g1_i1","gi|262401148|gb|FJ774756.1|",1.36e-162,585,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159148","TRINITY_DN25888_c0_g1_i2","gi|315424214|gb|HQ283158.1|",2.89e-21,116,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"159149","TRINITY_DN25888_c0_g1_i3","gi|315424214|gb|HQ283158.1|",2.89e-21,116,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"159150","TRINITY_DN25888_c0_g1_i4","gi|315424214|gb|HQ283158.1|",2.89e-21,116,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"159287","TRINITY_DN3547_c1_g1_i3","gi|89078342|gb|DQ388800.1|",4.14e-31,149,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159288","TRINITY_DN3547_c1_g1_i8","gi|89078342|gb|DQ388800.1|",4.56e-31,149,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159289","TRINITY_DN3547_c1_g1_i7","gi|89078342|gb|DQ388800.1|",4.28e-31,149,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159290","TRINITY_DN3547_c1_g1_i2","gi|89078342|gb|DQ388800.1|",4.44e-31,149,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159291","TRINITY_DN3547_c1_g1_i4","gi|89078342|gb|DQ388800.1|",4.26e-31,149,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159292","TRINITY_DN3547_c1_g1_i1","gi|89078342|gb|DQ388800.1|",4.42e-31,149,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159296","TRINITY_DN3523_c0_g1_i3","gi|1190102540|gb|KY406169.1|",4.31e-160,576,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"159297","TRINITY_DN3523_c0_g1_i1","gi|1190102540|gb|KY406169.1|",4.31e-160,576,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"159298","TRINITY_DN3523_c0_g1_i2","gi|1190102540|gb|KY406169.1|",4.3e-160,576,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"159376","TRINITY_DN3525_c0_g2_i1","gi|768032037|gb|KM013803.1|",0,1178,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"159444","TRINITY_DN3591_c2_g1_i3","gi|303387469|gb|HM212671.1|",6.13e-96,363,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159445","TRINITY_DN3591_c2_g1_i3","gi|303387469|gb|HM212671.1|",1.27e-28,140,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159446","TRINITY_DN3591_c2_g1_i1","gi|303387469|gb|HM212671.1|",5.24e-96,363,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159447","TRINITY_DN3591_c2_g1_i1","gi|303387469|gb|HM212671.1|",3.78e-28,138,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159449","TRINITY_DN51195_c0_g1_i1","gi|1151123104|gb|KY487995.1|",6.28e-56,228,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"159459","TRINITY_DN16897_c0_g1_i4","gi|338224496|gb|HM217899.1|",0,666,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159460","TRINITY_DN16897_c0_g1_i2","gi|338224496|gb|HM217899.1|",4.29e-153,554,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159461","TRINITY_DN16897_c0_g1_i1","gi|338224496|gb|HM217899.1|",4.37e-153,554,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159492","TRINITY_DN2683_c0_g1_i1","gi|375081799|gb|FJ774773.2|",2.35e-126,466,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159500","TRINITY_DN2601_c0_g1_i2","gi|953224061|gb|KP691642.1|",1.89e-36,165,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159506","TRINITY_DN2671_c2_g1_i3","gi|262401439|gb|FJ774902.1|",1e-59,242,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159507","TRINITY_DN2671_c2_g1_i4","gi|262401439|gb|FJ774902.1|",8.14e-59,242,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159508","TRINITY_DN2671_c2_g1_i2","gi|262401439|gb|FJ774902.1|",8.14e-59,242,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159509","TRINITY_DN2665_c0_g1_i2","gi|1228417851|gb|MF319753.1|",0,791,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159510","TRINITY_DN2665_c0_g1_i1","gi|1228417851|gb|MF319753.1|",0,791,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159564","TRINITY_DN2654_c1_g1_i1","gi|295148915|gb|GU970051.1|",6.45e-49,208,"6781","Menippe mercenaria","Florida stone crab","Eukaryota"
"159584","TRINITY_DN2697_c0_g1_i1","gi|254680852|gb|GQ325713.1|",3.88e-157,567,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159596","TRINITY_DN2660_c0_g2_i4","gi|338193446|gb|HM989974.3|",0,1739,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"159597","TRINITY_DN2660_c0_g2_i2","gi|1212783580|gb|KY681018.1|",0,1611,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159598","TRINITY_DN2660_c0_g2_i1","gi|338193446|gb|HM989974.3|",0,1739,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"159599","TRINITY_DN2660_c0_g2_i3","gi|338193446|gb|HM989974.3|",0,1739,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"159623","TRINITY_DN2624_c3_g2_i1","gi|310693844|gb|GU568243.1|",5.41e-25,125,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159626","TRINITY_DN2624_c1_g1_i1","gi|9931079|emb|AJ276105.1|",3.51e-26,129,"6755","Cancer pagurus","edible crab","Eukaryota"
"159627","TRINITY_DN2624_c1_g1_i2","gi|9931079|emb|AJ276105.1|",5.59e-24,122,"6755","Cancer pagurus","edible crab","Eukaryota"
"159628","TRINITY_DN2624_c0_g3_i1","gi|906542626|gb|KJ728650.1|",1.23e-27,134,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159649","TRINITY_DN49338_c0_g1_i1","gi|222160394|gb|FJ613627.1|",8.24e-48,201,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159666","TRINITY_DN33085_c1_g1_i1","gi|1238878620|ref|XM_022396863.1|",1.16e-28,138,"6850","Limulus polyphemus","Atlantic horseshoe crab","Eukaryota"
"159686","TRINITY_DN50270_c0_g1_i1","gi|218156976|gb|FJ439621.1|",4.79e-42,183,"6761","Scylla serrata","giant mud crab","Eukaryota"
"159689","TRINITY_DN50218_c0_g1_i1","gi|40748294|gb|AY496927.1|",6.36e-81,311,"6759","Carcinus maenas","green crab","Eukaryota"
"159815","TRINITY_DN1749_c2_g2_i3","gi|89078342|gb|DQ388800.1|",3.22e-40,176,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159816","TRINITY_DN1749_c2_g2_i2","gi|89078342|gb|DQ388800.1|",5.58e-37,165,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159817","TRINITY_DN1749_c2_g2_i1","gi|89078342|gb|DQ388800.1|",6.02e-36,161,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159818","TRINITY_DN1749_c0_g1_i1","gi|1208038703|gb|KY303919.1|",6.27e-31,145,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159819","TRINITY_DN1749_c0_g1_i1","gi|1208038703|gb|KY303919.1|",8.71e-23,118,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159820","TRINITY_DN1749_c0_g1_i1","gi|1208038703|gb|KY303919.1|",8.71e-23,118,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159821","TRINITY_DN1749_c0_g1_i2","gi|89078342|gb|DQ388800.1|",4.28e-34,158,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159825","TRINITY_DN1749_c2_g1_i1","gi|89078342|gb|DQ388800.1|",1.1e-38,172,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159826","TRINITY_DN1749_c2_g1_i2","gi|89078342|gb|DQ388800.1|",1.2e-38,172,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159829","TRINITY_DN1749_c0_g3_i2","gi|89078342|gb|DQ388800.1|",1.24e-31,149,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159831","TRINITY_DN1749_c0_g3_i3","gi|1208038703|gb|KY303919.1|",5.02e-37,168,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159836","TRINITY_DN1743_c0_g1_i5","gi|294860893|gb|GQ403703.1|",0,771,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159837","TRINITY_DN1743_c0_g1_i12","gi|294860893|gb|GQ403703.1|",0,771,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159838","TRINITY_DN1743_c0_g1_i2","gi|294860893|gb|GQ403703.1|",0,699,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159839","TRINITY_DN1743_c0_g1_i10","gi|294860893|gb|GQ403703.1|",0,771,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159840","TRINITY_DN1743_c0_g1_i6","gi|294860893|gb|GQ403703.1|",0,699,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159841","TRINITY_DN1743_c0_g1_i8","gi|294860893|gb|GQ403703.1|",0,771,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159842","TRINITY_DN1743_c0_g1_i4","gi|294860893|gb|GQ403703.1|",0,771,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159848","TRINITY_DN1742_c0_g1_i8","gi|1122815932|gb|KX785223.1|",1.78e-21,114,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159857","TRINITY_DN1790_c0_g1_i4","gi|808094734|gb|KP143941.1|",4.7e-21,114,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159858","TRINITY_DN1790_c0_g1_i3","gi|808094734|gb|KP143941.1|",7.74e-21,114,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159859","TRINITY_DN1790_c0_g1_i5","gi|808094734|gb|KP143941.1|",7.74e-21,114,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159860","TRINITY_DN1790_c0_g1_i2","gi|808094734|gb|KP143941.1|",6.21e-21,114,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159868","TRINITY_DN1723_c0_g4_i1","gi|262401441|gb|FJ774903.1|",5.21e-154,558,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159870","TRINITY_DN1722_c0_g1_i1","gi|262401186|gb|FJ774775.1|",0,673,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159871","TRINITY_DN1722_c0_g1_i2","gi|262401186|gb|FJ774775.1|",0,673,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"159924","TRINITY_DN57644_c0_g1_i1","gi|770594574|gb|KM042200.1|",3.92e-53,219,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159932","TRINITY_DN48517_c0_g1_i1","gi|1050243228|gb|KT336322.1|",0,1678,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159935","TRINITY_DN48550_c0_g1_i1","gi|1236765737|gb|MF686682.1|",4.79e-54,223,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159936","TRINITY_DN48582_c0_g1_i1","gi|1238844823|ref|XM_013918339.2|",4.66e-145,527,"6850","Limulus polyphemus","Atlantic horseshoe crab","Eukaryota"
"159938","TRINITY_DN48541_c0_g1_i1","gi|255930003|gb|FJ607955.1|",2.59e-98,370,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159984","TRINITY_DN23298_c0_g1_i1","gi|262300558|gb|GQ885299.1|",1.88e-49,206,"6807","Libinia emarginata","portly spider crab","Eukaryota"
"159989","TRINITY_DN7562_c0_g5_i1","gi|89078342|gb|DQ388800.1|",1.72e-26,132,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159990","TRINITY_DN7562_c1_g1_i1","gi|89078342|gb|DQ388800.1|",1.92e-31,149,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159991","TRINITY_DN7562_c0_g1_i1","gi|89078342|gb|DQ388800.1|",9.62e-32,149,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"159992","TRINITY_DN7562_c0_g3_i1","gi|89078342|gb|DQ388800.1|",1.93e-34,158,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"161183","TRINITY_DN14160_c0_g4_i1","gi|1228417849|gb|MF319752.1|",0,854,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"161184","TRINITY_DN14160_c0_g4_i2","gi|1228417849|gb|MF319752.1|",0,854,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"161193","TRINITY_DN14120_c0_g3_i1","gi|89078342|gb|DQ388800.1|",4.25e-31,147,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"161207","TRINITY_DN14163_c1_g2_i1","gi|1066131|gb|L49023.1|HINMSATA",2.97e-24,123,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"161208","TRINITY_DN14163_c1_g1_i2","gi|1066131|gb|L49023.1|HINMSATA",5.12e-28,136,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"161228","TRINITY_DN14179_c0_g2_i1","gi|1236765732|gb|MF686677.1|",2.09e-36,163,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"161370","TRINITY_DN14153_c0_g1_i1","gi|1236765732|gb|MF686677.1|",2.66e-22,116,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"161382","TRINITY_DN31426_c0_g1_i1","gi|906358700|gb|KT161948.1|",3.31e-89,340,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"161411","TRINITY_DN6674_c0_g1_i1","gi|262401320|gb|FJ774842.1|",4.8e-60,242,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"161484","TRINITY_DN38787_c0_g1_i1","gi|1238848052|ref|XR_002610641.1|",7.03e-31,145,"6850","Limulus polyphemus","Atlantic horseshoe crab","Eukaryota"
"161529","TRINITY_DN5735_c1_g3_i1","gi|87083918|gb|DQ173925.2|",0,4805,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"161530","TRINITY_DN5735_c1_g3_i2","gi|87083918|gb|DQ173925.2|",0,4807,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"161546","TRINITY_DN5748_c0_g1_i2","gi|1450318966|gb|MG840835.1|",0,1790,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"161547","TRINITY_DN5748_c0_g1_i2","gi|1450318966|gb|MG840835.1|",0,1373,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"161610","TRINITY_DN5711_c0_g1_i1","gi|262401276|gb|FJ774820.1|",9.04e-47,201,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"161613","TRINITY_DN5772_c0_g1_i9","gi|262401380|gb|FJ774872.1|",2.61e-61,250,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"161616","TRINITY_DN5772_c0_g1_i8","gi|262401380|gb|FJ774872.1|",2.9e-61,250,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"161617","TRINITY_DN5772_c0_g1_i14","gi|262401380|gb|FJ774872.1|",2.77e-61,250,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"161618","TRINITY_DN5772_c0_g1_i6","gi|262401380|gb|FJ774872.1|",2.54e-61,250,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"162052","TRINITY_DN5747_c0_g3_i3","gi|363498187|gb|HQ833562.1|",2.2e-23,122,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162053","TRINITY_DN5747_c0_g3_i2","gi|363498187|gb|HQ833562.1|",1.96e-23,122,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162061","TRINITY_DN29690_c0_g1_i1","gi|953271750|gb|KT180303.1|",1.19e-85,327,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162064","TRINITY_DN29659_c0_g1_i1","gi|566080616|gb|KF709943.1|",7.79e-43,187,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"162073","TRINITY_DN13306_c0_g1_i1","gi|1510922334|gb|FJ612107.2|",6.06e-60,242,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"162104","TRINITY_DN13371_c0_g6_i2","gi|89078342|gb|DQ388800.1|",6.78e-26,129,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162105","TRINITY_DN13371_c0_g6_i3","gi|89078342|gb|DQ388800.1|",2.33e-24,125,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162106","TRINITY_DN13371_c0_g2_i2","gi|89078342|gb|DQ388800.1|",1.89e-21,116,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162107","TRINITY_DN13371_c0_g2_i1","gi|89078342|gb|DQ388800.1|",9.64e-37,167,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162118","TRINITY_DN29708_c0_g1_i1","gi|1102132687|gb|KU986882.1|",1.71e-69,273,"39395","Cancer borealis","Jonah crab","Eukaryota"
"162166","TRINITY_DN112_c1_g3_i1","gi|37778409|gb|AY186706.1|",4.73e-25,127,"29965","Metacarcinus magister","Dungeness crab","Eukaryota"
"162185","TRINITY_DN198_c0_g1_i1","gi|893688313|gb|KP733811.1|",5.61e-38,170,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"162196","TRINITY_DN104_c0_g1_i1","gi|89078342|gb|DQ388800.1|",7.01e-39,174,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
