V1	V2
9638	TRINITY_DN38357_c0_g2_i2	stress response
9639	TRINITY_DN3836_c0_g3_i1	stress response
9640	TRINITY_DN3836_c0_g3_i1	stress response
9641	TRINITY_DN3836_c0_g3_i1	stress response
9642	TRINITY_DN38389_c0_g1_i1	stress response
9643	TRINITY_DN3840_c0_g2_i1	stress response
9644	TRINITY_DN3840_c0_g2_i2	stress response
9645	TRINITY_DN3840_c0_g2_i3	stress response
9646	TRINITY_DN3840_c0_g2_i4	stress response
9647	TRINITY_DN38411_c0_g1_i1	stress response
9648	TRINITY_DN38417_c0_g1_i1	stress response
9649	TRINITY_DN38417_c0_g1_i1	stress response
9650	TRINITY_DN38417_c0_g1_i1	stress response
9651	TRINITY_DN38433_c0_g1_i1	stress response
9652	TRINITY_DN38433_c0_g1_i3	stress response
9653	TRINITY_DN38441_c0_g2_i1	stress response
9654	TRINITY_DN38443_c0_g2_i1	stress response
9655	TRINITY_DN38443_c0_g2_i1	stress response
9656	TRINITY_DN38443_c0_g2_i1	stress response
9657	TRINITY_DN38447_c0_g1_i1	stress response
9658	TRINITY_DN38447_c0_g1_i1	stress response
9659	TRINITY_DN38455_c0_g2_i1	stress response
9660	TRINITY_DN3845_c0_g1_i1	stress response
9661	TRINITY_DN3846_c0_g1_i1	stress response
9662	TRINITY_DN38482_c0_g2_i2	stress response
9663	TRINITY_DN38483_c0_g1_i1	stress response
9664	TRINITY_DN38510_c0_g1_i1	stress response
9665	TRINITY_DN38510_c0_g1_i1	stress response
9666	TRINITY_DN38510_c0_g1_i1	stress response
9667	TRINITY_DN3852_c0_g1_i3	stress response
9668	TRINITY_DN3852_c0_g1_i3	stress response
9669	TRINITY_DN3852_c0_g1_i4	stress response
9670	TRINITY_DN3852_c0_g1_i4	stress response
9671	TRINITY_DN3852_c0_g1_i5	stress response
9672	TRINITY_DN3852_c0_g1_i5	stress response
9673	TRINITY_DN38536_c0_g1_i7	stress response
9674	TRINITY_DN38536_c0_g1_i7	stress response
9675	TRINITY_DN3854_c0_g1_i2	stress response
9676	TRINITY_DN3856_c0_g1_i6	stress response
9677	TRINITY_DN3856_c0_g1_i6	stress response
9678	TRINITY_DN3856_c1_g1_i1	stress response
9679	TRINITY_DN38584_c0_g1_i1	stress response
9680	TRINITY_DN38584_c0_g1_i2	stress response
9681	TRINITY_DN38588_c0_g2_i1	stress response
9682	TRINITY_DN38588_c0_g2_i1	stress response
9683	TRINITY_DN38588_c0_g2_i1	stress response
9684	TRINITY_DN38588_c0_g2_i1	stress response
9685	TRINITY_DN3859_c0_g1_i3	stress response
9686	TRINITY_DN3859_c0_g1_i5	stress response
9687	TRINITY_DN38603_c0_g1_i1	stress response
9688	TRINITY_DN3861_c0_g1_i2	stress response
9689	TRINITY_DN3861_c0_g1_i2	stress response
9690	TRINITY_DN38636_c0_g1_i1	stress response
9691	TRINITY_DN3864_c0_g2_i1	stress response
9692	TRINITY_DN38651_c0_g1_i3	stress response
9693	TRINITY_DN38651_c0_g1_i3	stress response
9694	TRINITY_DN38651_c0_g1_i3	stress response
9695	TRINITY_DN38651_c0_g1_i3	stress response
9696	TRINITY_DN38651_c0_g1_i4	stress response
9697	TRINITY_DN38651_c0_g1_i4	stress response
9698	TRINITY_DN38651_c0_g1_i4	stress response
9699	TRINITY_DN38651_c0_g1_i4	stress response
9700	TRINITY_DN38651_c0_g1_i6	stress response
9701	TRINITY_DN38651_c0_g1_i6	stress response
9702	TRINITY_DN38651_c0_g1_i6	stress response
9703	TRINITY_DN38651_c0_g1_i6	stress response
9704	TRINITY_DN38651_c0_g1_i7	stress response
9705	TRINITY_DN38651_c0_g1_i7	stress response
9706	TRINITY_DN38651_c0_g1_i7	stress response
9707	TRINITY_DN38651_c0_g1_i7	stress response
9708	TRINITY_DN38651_c0_g1_i8	stress response
9709	TRINITY_DN38651_c0_g1_i8	stress response
9710	TRINITY_DN38651_c0_g1_i8	stress response
9711	TRINITY_DN38651_c0_g1_i8	stress response
9712	TRINITY_DN38689_c0_g1_i1	stress response
9713	TRINITY_DN38689_c0_g1_i1	stress response
9714	TRINITY_DN38689_c0_g1_i1	stress response
9715	TRINITY_DN38689_c0_g1_i1	stress response
9716	TRINITY_DN38689_c0_g1_i1	stress response
9717	TRINITY_DN38695_c0_g1_i11	stress response
9718	TRINITY_DN38695_c0_g1_i11	stress response
9719	TRINITY_DN38695_c0_g1_i4	stress response
9720	TRINITY_DN38695_c0_g1_i4	stress response
9721	TRINITY_DN38695_c0_g1_i6	stress response
9722	TRINITY_DN38695_c0_g1_i6	stress response
9723	TRINITY_DN38695_c0_g1_i7	stress response
9724	TRINITY_DN38695_c0_g1_i7	stress response
9725	TRINITY_DN38695_c0_g1_i9	stress response
9726	TRINITY_DN38737_c0_g1_i1	stress response
9727	TRINITY_DN38737_c0_g1_i1	stress response
9728	TRINITY_DN3875_c1_g2_i1	stress response
9729	TRINITY_DN3875_c3_g1_i1	stress response
9730	TRINITY_DN3875_c3_g1_i1	stress response
9731	TRINITY_DN38770_c0_g1_i1	stress response
9732	TRINITY_DN38770_c0_g1_i1	stress response
9733	TRINITY_DN38770_c0_g1_i1	stress response
9734	TRINITY_DN38770_c0_g1_i1	stress response
9735	TRINITY_DN3877_c1_g1_i4	stress response
9736	TRINITY_DN3880_c0_g1_i2	stress response
9737	TRINITY_DN3881_c0_g1_i2	stress response
9738	TRINITY_DN3881_c0_g1_i2	stress response
9739	TRINITY_DN3882_c0_g3_i1	stress response
9740	TRINITY_DN3882_c1_g1_i4	stress response
9741	TRINITY_DN38836_c0_g1_i2	stress response
9742	TRINITY_DN38836_c0_g1_i2	stress response
9743	TRINITY_DN38836_c0_g1_i2	stress response
9744	TRINITY_DN38836_c0_g1_i2	stress response
9745	TRINITY_DN38836_c0_g1_i3	stress response
9746	TRINITY_DN38836_c0_g1_i3	stress response
9747	TRINITY_DN38836_c0_g1_i3	stress response
9748	TRINITY_DN38836_c0_g1_i3	stress response
9749	TRINITY_DN38837_c0_g2_i1	stress response
9750	TRINITY_DN3883_c0_g1_i8	stress response
9751	TRINITY_DN3883_c0_g1_i8	stress response
9752	TRINITY_DN3883_c0_g1_i8	stress response
9753	TRINITY_DN3883_c1_g1_i1	stress response
9754	TRINITY_DN3883_c1_g1_i1	stress response
9755	TRINITY_DN3883_c1_g1_i1	stress response
9756	TRINITY_DN3883_c1_g1_i1	stress response
9757	TRINITY_DN3884_c1_g1_i1	stress response
9758	TRINITY_DN38858_c0_g1_i1	stress response
9759	TRINITY_DN38858_c0_g1_i1	stress response
9760	TRINITY_DN38858_c0_g1_i1	stress response
9761	TRINITY_DN38858_c0_g1_i1	stress response
9762	TRINITY_DN38878_c1_g1_i1	stress response
9763	TRINITY_DN38878_c1_g1_i1	stress response
9764	TRINITY_DN38894_c0_g1_i1	stress response
9765	TRINITY_DN38894_c0_g1_i1	stress response
9766	TRINITY_DN3892_c0_g2_i1	stress response
9767	TRINITY_DN3892_c0_g2_i1	stress response
9768	TRINITY_DN3892_c0_g2_i1	stress response
9769	TRINITY_DN3892_c0_g2_i1	stress response
9770	TRINITY_DN3892_c0_g2_i2	stress response
9771	TRINITY_DN3892_c0_g2_i2	stress response
9772	TRINITY_DN3892_c0_g2_i2	stress response
9773	TRINITY_DN3892_c0_g2_i2	stress response
9774	TRINITY_DN3892_c0_g2_i3	stress response
9775	TRINITY_DN3892_c0_g2_i3	stress response
9776	TRINITY_DN3892_c0_g2_i3	stress response
9777	TRINITY_DN3892_c0_g2_i3	stress response
9778	TRINITY_DN3892_c0_g2_i5	stress response
9779	TRINITY_DN3892_c0_g2_i5	stress response
9780	TRINITY_DN3892_c0_g2_i5	stress response
9781	TRINITY_DN3892_c0_g2_i5	stress response
9782	TRINITY_DN3892_c0_g3_i1	stress response
9783	TRINITY_DN3892_c0_g3_i2	stress response
9784	TRINITY_DN3892_c0_g3_i3	stress response
9785	TRINITY_DN3892_c0_g3_i5	stress response
9786	TRINITY_DN3892_c0_g3_i6	stress response
9787	TRINITY_DN3892_c0_g3_i7	stress response
9788	TRINITY_DN38946_c0_g1_i1	stress response
9789	TRINITY_DN38973_c0_g1_i1	stress response
9790	TRINITY_DN38973_c0_g1_i1	stress response
9791	TRINITY_DN38973_c0_g1_i1	stress response
9792	TRINITY_DN3898_c1_g1_i5	stress response
9793	TRINITY_DN3898_c1_g1_i5	stress response
9794	TRINITY_DN3899_c0_g1_i1	stress response
9795	TRINITY_DN3899_c0_g1_i1	stress response
9796	TRINITY_DN3899_c0_g1_i2	stress response
9797	TRINITY_DN3899_c0_g1_i2	stress response
9798	TRINITY_DN389_c1_g3_i1	stress response
9799	TRINITY_DN389_c2_g3_i1	stress response
9800	TRINITY_DN389_c2_g3_i2	stress response
9801	TRINITY_DN389_c3_g1_i7	stress response
9802	TRINITY_DN38_c0_g1_i1	stress response
9803	TRINITY_DN38_c0_g1_i5	stress response
9804	TRINITY_DN39001_c0_g1_i1	stress response
9805	TRINITY_DN39001_c0_g1_i1	stress response
9806	TRINITY_DN39018_c0_g1_i1	stress response
9807	TRINITY_DN39038_c0_g2_i1	stress response
9808	TRINITY_DN3903_c1_g2_i1	stress response
9809	TRINITY_DN39051_c0_g1_i1	stress response
9810	TRINITY_DN39051_c0_g1_i1	stress response
9811	TRINITY_DN39051_c0_g1_i1	stress response
9812	TRINITY_DN39051_c0_g1_i1	stress response
9813	TRINITY_DN39067_c0_g1_i1	stress response
9814	TRINITY_DN39067_c0_g2_i1	stress response
9815	TRINITY_DN39088_c0_g1_i1	stress response
9816	TRINITY_DN39089_c0_g1_i1	stress response
9817	TRINITY_DN39092_c0_g1_i1	stress response
9818	TRINITY_DN39092_c0_g1_i3	stress response
9819	TRINITY_DN39092_c0_g1_i4	stress response
9820	TRINITY_DN39092_c0_g1_i6	stress response
9821	TRINITY_DN39092_c0_g1_i7	stress response
9822	TRINITY_DN39092_c0_g1_i8	stress response
9823	TRINITY_DN39093_c0_g1_i1	stress response
9824	TRINITY_DN39093_c0_g1_i1	stress response
9825	TRINITY_DN39093_c0_g1_i1	stress response
9826	TRINITY_DN39106_c0_g1_i1	stress response
9827	TRINITY_DN3910_c0_g1_i1	stress response
9828	TRINITY_DN3910_c0_g1_i2	stress response
9829	TRINITY_DN39112_c0_g1_i1	stress response
9830	TRINITY_DN39126_c0_g1_i1	stress response
9831	TRINITY_DN3916_c0_g4_i1	stress response
9832	TRINITY_DN3916_c0_g4_i1	stress response
9833	TRINITY_DN39174_c1_g1_i1	stress response
9834	TRINITY_DN39189_c0_g1_i1	stress response
9835	TRINITY_DN39190_c0_g1_i1	stress response
9836	TRINITY_DN39190_c0_g1_i1	stress response
9837	TRINITY_DN39197_c0_g2_i2	stress response
9838	TRINITY_DN391_c0_g1_i1	stress response
9839	TRINITY_DN391_c0_g1_i2	stress response
9840	TRINITY_DN391_c0_g1_i4	stress response
9841	TRINITY_DN391_c0_g1_i4	stress response
9842	TRINITY_DN391_c0_g1_i4	stress response
9843	TRINITY_DN391_c0_g1_i4	stress response
9844	TRINITY_DN391_c0_g1_i5	stress response
9845	TRINITY_DN391_c0_g1_i5	stress response
9846	TRINITY_DN391_c0_g1_i5	stress response
9847	TRINITY_DN391_c0_g1_i5	stress response
9848	TRINITY_DN391_c0_g1_i6	stress response
9849	TRINITY_DN391_c0_g1_i6	stress response
9850	TRINITY_DN391_c0_g1_i6	stress response
9851	TRINITY_DN391_c0_g1_i6	stress response
9852	TRINITY_DN391_c0_g1_i8	stress response
9853	TRINITY_DN39230_c0_g1_i1	stress response
9854	TRINITY_DN39235_c0_g1_i6	stress response
9855	TRINITY_DN39235_c1_g1_i1	stress response
9856	TRINITY_DN39235_c1_g1_i1	stress response
9857	TRINITY_DN39235_c1_g2_i1	stress response
9858	TRINITY_DN39246_c0_g1_i1	stress response
9859	TRINITY_DN39246_c0_g1_i1	stress response
9860	TRINITY_DN39246_c0_g1_i1	stress response
9861	TRINITY_DN39264_c0_g2_i1	stress response
9862	TRINITY_DN39264_c0_g2_i1	stress response
9863	TRINITY_DN39268_c0_g2_i1	stress response
9864	TRINITY_DN39330_c0_g2_i1	stress response
9865	TRINITY_DN39339_c0_g1_i1	stress response
9866	TRINITY_DN39354_c0_g1_i1	stress response
9867	TRINITY_DN39354_c0_g1_i1	stress response
9868	TRINITY_DN39387_c0_g1_i1	stress response
9869	TRINITY_DN39393_c0_g1_i1	stress response
9870	TRINITY_DN39411_c0_g1_i1	stress response
9871	TRINITY_DN39416_c0_g1_i1	stress response
9872	TRINITY_DN39426_c0_g1_i1	stress response
9873	TRINITY_DN39430_c0_g1_i1	stress response
9874	TRINITY_DN39430_c0_g3_i1	stress response
9875	TRINITY_DN39433_c0_g1_i1	stress response
9876	TRINITY_DN39454_c0_g2_i1	stress response
9877	TRINITY_DN39455_c0_g1_i1	stress response
9878	TRINITY_DN39455_c0_g1_i1	stress response
9879	TRINITY_DN39464_c0_g1_i1	stress response
9880	TRINITY_DN39467_c0_g1_i1	stress response
9881	TRINITY_DN39467_c0_g1_i1	stress response
9882	TRINITY_DN39467_c0_g1_i1	stress response
9883	TRINITY_DN39467_c0_g1_i1	stress response
9884	TRINITY_DN39485_c0_g1_i1	stress response
9885	TRINITY_DN39485_c0_g1_i1	stress response
9886	TRINITY_DN3949_c0_g7_i1	stress response
9887	TRINITY_DN394_c0_g1_i11	stress response
9888	TRINITY_DN394_c0_g1_i14	stress response
9889	TRINITY_DN394_c0_g1_i2	stress response
9890	TRINITY_DN394_c0_g1_i4	stress response
9891	TRINITY_DN394_c0_g1_i6	stress response
9892	TRINITY_DN394_c0_g1_i8	stress response
9893	TRINITY_DN39531_c0_g1_i1	stress response
9894	TRINITY_DN39586_c0_g1_i1	stress response
9895	TRINITY_DN39586_c0_g1_i1	stress response
9896	TRINITY_DN39587_c0_g2_i1	stress response
9897	TRINITY_DN3962_c1_g1_i1	stress response
9898	TRINITY_DN39660_c0_g1_i1	stress response
9899	TRINITY_DN39660_c0_g1_i1	stress response
9900	TRINITY_DN39660_c0_g1_i1	stress response
9901	TRINITY_DN39670_c0_g1_i1	stress response
9902	TRINITY_DN39671_c0_g2_i1	stress response
9903	TRINITY_DN39693_c0_g1_i1	stress response
9904	TRINITY_DN39693_c0_g1_i1	stress response
9905	TRINITY_DN39708_c0_g1_i2	stress response
9906	TRINITY_DN39712_c0_g2_i1	stress response
9907	TRINITY_DN39716_c0_g1_i1	stress response
9908	TRINITY_DN39737_c0_g1_i1	stress response
9909	TRINITY_DN39737_c0_g1_i1	stress response
9910	TRINITY_DN39768_c0_g1_i1	stress response
9911	TRINITY_DN39774_c0_g1_i4	stress response
9912	TRINITY_DN39774_c0_g1_i4	stress response
9913	TRINITY_DN39774_c0_g1_i4	stress response
9914	TRINITY_DN39774_c0_g1_i4	stress response
9915	TRINITY_DN39774_c0_g1_i7	stress response
9916	TRINITY_DN39774_c0_g1_i7	stress response
9917	TRINITY_DN39774_c0_g1_i7	stress response
9918	TRINITY_DN39774_c0_g1_i7	stress response
9919	TRINITY_DN39774_c0_g1_i8	stress response
9920	TRINITY_DN39774_c0_g1_i8	stress response
9921	TRINITY_DN39774_c0_g1_i8	stress response
9922	TRINITY_DN39774_c0_g1_i8	stress response
9923	TRINITY_DN39782_c0_g1_i1	stress response
9924	TRINITY_DN3978_c0_g1_i2	stress response
9925	TRINITY_DN3978_c0_g1_i3	stress response
9926	TRINITY_DN3978_c0_g1_i5	stress response
9927	TRINITY_DN3978_c0_g1_i8	stress response
9928	TRINITY_DN3981_c0_g1_i1	stress response
9929	TRINITY_DN39836_c0_g1_i1	stress response
9930	TRINITY_DN39862_c1_g1_i5	stress response
9931	TRINITY_DN39862_c1_g1_i5	stress response
9932	TRINITY_DN3986_c1_g1_i1	stress response
9933	TRINITY_DN3986_c1_g1_i1	stress response
9934	TRINITY_DN3986_c1_g1_i1	stress response
9935	TRINITY_DN39873_c0_g1_i1	stress response
9936	TRINITY_DN39873_c0_g1_i1	stress response
9937	TRINITY_DN39877_c0_g1_i1	stress response
9938	TRINITY_DN3988_c0_g1_i2	stress response
9939	TRINITY_DN3988_c0_g1_i2	stress response
9940	TRINITY_DN3988_c0_g1_i2	stress response
9941	TRINITY_DN39902_c0_g1_i1	stress response
9942	TRINITY_DN39955_c0_g1_i1	stress response
9943	TRINITY_DN39955_c0_g2_i1	stress response
9944	TRINITY_DN39959_c0_g2_i1	stress response
9945	TRINITY_DN39980_c0_g1_i1	stress response
9946	TRINITY_DN39980_c0_g1_i1	stress response
9947	TRINITY_DN39990_c0_g1_i1	stress response
9948	TRINITY_DN39992_c0_g1_i1	stress response
9949	TRINITY_DN3999_c0_g1_i1	stress response
9950	TRINITY_DN39_c0_g1_i1	stress response
9951	TRINITY_DN39_c0_g1_i10	stress response
9952	TRINITY_DN39_c0_g1_i12	stress response
9953	TRINITY_DN39_c0_g1_i13	stress response
9954	TRINITY_DN39_c0_g1_i16	stress response
9955	TRINITY_DN39_c0_g1_i4	stress response
9956	TRINITY_DN39_c0_g1_i6	stress response
9957	TRINITY_DN3_c0_g1_i12	stress response
9958	TRINITY_DN40015_c0_g1_i1	stress response
9959	TRINITY_DN40015_c0_g1_i1	stress response
9960	TRINITY_DN40017_c0_g1_i1	stress response
9961	TRINITY_DN40017_c0_g1_i1	stress response
9962	TRINITY_DN40019_c0_g1_i1	stress response
9963	TRINITY_DN4003_c0_g1_i8	stress response
9964	TRINITY_DN40055_c0_g1_i1	stress response
9965	TRINITY_DN40057_c0_g2_i1	stress response
9966	TRINITY_DN40057_c0_g2_i2	stress response
9967	TRINITY_DN40057_c0_g2_i3	stress response
9968	TRINITY_DN40057_c0_g2_i4	stress response
9969	TRINITY_DN40057_c0_g2_i5	stress response
9970	TRINITY_DN40076_c0_g1_i1	stress response
9971	TRINITY_DN40087_c0_g1_i1	stress response
9972	TRINITY_DN40090_c0_g1_i1	stress response
9973	TRINITY_DN40093_c0_g1_i1	stress response
9974	TRINITY_DN40097_c0_g1_i1	stress response
9975	TRINITY_DN40097_c0_g1_i2	stress response
9976	TRINITY_DN40107_c0_g1_i1	stress response
9977	TRINITY_DN40112_c0_g1_i1	stress response
9978	TRINITY_DN40112_c0_g1_i1	stress response
9979	TRINITY_DN40112_c0_g1_i1	stress response
9980	TRINITY_DN40117_c0_g1_i1	stress response
9981	TRINITY_DN40196_c0_g1_i2	stress response
9982	TRINITY_DN40196_c0_g1_i2	stress response
9983	TRINITY_DN40205_c0_g1_i1	stress response
9984	TRINITY_DN40205_c0_g1_i1	stress response
9985	TRINITY_DN40205_c0_g1_i1	stress response
9986	TRINITY_DN40205_c0_g1_i1	stress response
9987	TRINITY_DN40205_c0_g1_i1	stress response
9988	TRINITY_DN40205_c0_g1_i1	stress response
9989	TRINITY_DN40205_c0_g1_i1	stress response
9990	TRINITY_DN40205_c0_g1_i1	stress response
9991	TRINITY_DN40208_c0_g1_i1	stress response
9992	TRINITY_DN40213_c0_g1_i1	stress response
9993	TRINITY_DN40216_c0_g1_i1	stress response
9994	TRINITY_DN40239_c1_g1_i1	stress response
9995	TRINITY_DN40243_c0_g1_i1	stress response
9996	TRINITY_DN40243_c0_g2_i1	stress response
9997	TRINITY_DN40256_c0_g1_i1	stress response
9998	TRINITY_DN40256_c0_g1_i1	stress response
9999	TRINITY_DN4029_c1_g3_i8	stress response
10000	TRINITY_DN4029_c1_g3_i8	stress response
10001	TRINITY_DN402_c2_g1_i4	stress response
10002	TRINITY_DN402_c2_g1_i4	stress response
10003	TRINITY_DN402_c2_g1_i5	stress response
10004	TRINITY_DN402_c2_g1_i5	stress response
10005	TRINITY_DN402_c2_g1_i6	stress response
10006	TRINITY_DN402_c2_g1_i6	stress response
10007	TRINITY_DN40328_c0_g1_i1	stress response
10008	TRINITY_DN40328_c0_g1_i1	stress response
10009	TRINITY_DN40361_c0_g1_i1	stress response
10010	TRINITY_DN40361_c0_g1_i2	stress response
10011	TRINITY_DN4038_c0_g1_i2	stress response
10012	TRINITY_DN40447_c0_g1_i1	stress response
10013	TRINITY_DN40447_c0_g1_i1	stress response
10014	TRINITY_DN40478_c0_g1_i1	stress response
10015	TRINITY_DN40511_c0_g1_i1	stress response
10016	TRINITY_DN40517_c0_g2_i2	stress response
10017	TRINITY_DN40517_c0_g2_i2	stress response
10018	TRINITY_DN40517_c0_g2_i2	stress response
10019	TRINITY_DN40517_c0_g2_i2	stress response
10020	TRINITY_DN40517_c0_g2_i4	stress response
10021	TRINITY_DN40517_c0_g2_i4	stress response
10022	TRINITY_DN40517_c0_g2_i4	stress response
10023	TRINITY_DN40517_c0_g2_i4	stress response
10024	TRINITY_DN40517_c0_g2_i5	stress response
10025	TRINITY_DN40517_c0_g2_i5	stress response
10026	TRINITY_DN40517_c0_g2_i5	stress response
10027	TRINITY_DN40517_c0_g2_i5	stress response
10028	TRINITY_DN4051_c0_g1_i7	stress response
10029	TRINITY_DN4051_c0_g1_i8	stress response
10030	TRINITY_DN40531_c0_g1_i1	stress response
10031	TRINITY_DN40531_c0_g1_i2	stress response
10032	TRINITY_DN40531_c2_g2_i1	stress response
10033	TRINITY_DN40531_c2_g2_i1	stress response
10034	TRINITY_DN40531_c2_g2_i1	stress response
10035	TRINITY_DN40531_c2_g2_i1	stress response
10036	TRINITY_DN40531_c2_g2_i1	stress response
10037	TRINITY_DN40531_c2_g2_i1	stress response
10038	TRINITY_DN40544_c0_g1_i1	stress response
10039	TRINITY_DN40565_c0_g1_i1	stress response
10040	TRINITY_DN40594_c1_g1_i1	stress response
10041	TRINITY_DN4061_c0_g1_i3	stress response
10042	TRINITY_DN4061_c0_g1_i7	stress response
10043	TRINITY_DN40631_c0_g1_i1	stress response
10044	TRINITY_DN40650_c0_g1_i1	stress response
10045	TRINITY_DN40654_c0_g2_i1	stress response
10046	TRINITY_DN40654_c0_g2_i2	stress response
10047	TRINITY_DN4065_c0_g1_i5	stress response
10048	TRINITY_DN4065_c0_g1_i5	stress response
10049	TRINITY_DN40670_c0_g1_i1	stress response
10050	TRINITY_DN4067_c0_g3_i3	stress response
10051	TRINITY_DN4069_c0_g1_i1	stress response
10052	TRINITY_DN4069_c0_g1_i2	stress response
10053	TRINITY_DN4070_c0_g1_i3	stress response
10054	TRINITY_DN4070_c0_g1_i3	stress response
10055	TRINITY_DN4070_c0_g1_i7	stress response
10056	TRINITY_DN4070_c0_g1_i7	stress response
10057	TRINITY_DN40721_c0_g1_i1	stress response
10058	TRINITY_DN40721_c0_g1_i1	stress response
10059	TRINITY_DN40724_c0_g1_i1	stress response
10060	TRINITY_DN40745_c0_g1_i1	stress response
10061	TRINITY_DN40745_c0_g1_i1	stress response
10062	TRINITY_DN40746_c0_g1_i1	stress response
10063	TRINITY_DN40746_c0_g1_i1	stress response
10064	TRINITY_DN40746_c0_g1_i1	stress response
10065	TRINITY_DN40759_c0_g1_i1	stress response
10066	TRINITY_DN40777_c0_g1_i1	stress response
10067	TRINITY_DN40795_c0_g1_i1	stress response
10068	TRINITY_DN4081_c0_g1_i3	stress response
10069	TRINITY_DN4081_c0_g1_i3	stress response
10070	TRINITY_DN40822_c0_g1_i1	stress response
10071	TRINITY_DN40822_c0_g1_i1	stress response
10072	TRINITY_DN40822_c0_g1_i1	stress response
10073	TRINITY_DN40822_c0_g1_i1	stress response
10074	TRINITY_DN40831_c0_g1_i1	stress response
10075	TRINITY_DN40831_c0_g1_i1	stress response
10076	TRINITY_DN40836_c0_g1_i1	stress response
10077	TRINITY_DN40836_c0_g1_i1	stress response
10078	TRINITY_DN4083_c1_g2_i1	stress response
10079	TRINITY_DN4083_c1_g2_i2	stress response
10080	TRINITY_DN40849_c0_g3_i1	stress response
10081	TRINITY_DN40874_c0_g1_i1	stress response
10082	TRINITY_DN40902_c0_g1_i1	stress response
10083	TRINITY_DN40902_c0_g1_i2	stress response
10084	TRINITY_DN40927_c0_g1_i1	stress response
10085	TRINITY_DN40950_c0_g1_i1	stress response
10086	TRINITY_DN40959_c0_g1_i2	stress response
10087	TRINITY_DN40959_c0_g1_i4	stress response
10088	TRINITY_DN40988_c0_g1_i1	stress response
10089	TRINITY_DN40988_c0_g1_i1	stress response
10090	TRINITY_DN40988_c0_g1_i1	stress response
10091	TRINITY_DN40988_c0_g1_i2	stress response
10092	TRINITY_DN40988_c0_g1_i2	stress response
10093	TRINITY_DN40988_c0_g1_i2	stress response
10094	TRINITY_DN4098_c0_g1_i2	stress response
10095	TRINITY_DN41044_c0_g1_i1	stress response
10096	TRINITY_DN41044_c0_g2_i1	stress response
10097	TRINITY_DN41044_c0_g2_i1	stress response
10098	TRINITY_DN41044_c0_g2_i1	stress response
10099	TRINITY_DN41044_c0_g2_i1	stress response
10100	TRINITY_DN41044_c0_g2_i1	stress response
10101	TRINITY_DN41044_c0_g2_i1	stress response
10102	TRINITY_DN41044_c0_g2_i1	stress response
10103	TRINITY_DN41044_c0_g2_i1	stress response
10104	TRINITY_DN41050_c0_g1_i1	stress response
10105	TRINITY_DN41050_c0_g1_i1	stress response
10106	TRINITY_DN41057_c0_g1_i1	stress response
10107	TRINITY_DN41060_c0_g1_i1	stress response
10108	TRINITY_DN41067_c0_g2_i1	stress response
10109	TRINITY_DN41070_c0_g1_i1	stress response
10110	TRINITY_DN4108_c1_g1_i1	stress response
10111	TRINITY_DN4108_c1_g1_i1	stress response
10112	TRINITY_DN41093_c0_g1_i1	stress response
10113	TRINITY_DN410_c0_g2_i2	stress response
10114	TRINITY_DN410_c0_g2_i7	stress response
10115	TRINITY_DN4114_c0_g2_i1	stress response
10116	TRINITY_DN41152_c0_g1_i1	stress response
10117	TRINITY_DN41152_c0_g1_i2	stress response
10118	TRINITY_DN41169_c0_g1_i1	stress response
10119	TRINITY_DN41175_c0_g1_i1	stress response
10120	TRINITY_DN41175_c0_g1_i2	stress response
10121	TRINITY_DN41184_c0_g1_i1	stress response
10122	TRINITY_DN41185_c0_g1_i1	stress response
10123	TRINITY_DN41185_c0_g1_i1	stress response
10124	TRINITY_DN41185_c0_g1_i2	stress response
10125	TRINITY_DN41185_c0_g1_i2	stress response
10126	TRINITY_DN41191_c0_g1_i1	stress response
10127	TRINITY_DN4119_c0_g2_i1	stress response
10128	TRINITY_DN4119_c0_g2_i1	stress response
10129	TRINITY_DN411_c0_g1_i1	stress response
10130	TRINITY_DN411_c0_g1_i1	stress response
10131	TRINITY_DN41206_c0_g1_i1	stress response
10132	TRINITY_DN41215_c0_g1_i1	stress response
10133	TRINITY_DN4123_c0_g3_i3	stress response
10134	TRINITY_DN41247_c0_g1_i2	stress response
10135	TRINITY_DN41247_c0_g1_i2	stress response
10136	TRINITY_DN41247_c0_g1_i2	stress response
10137	TRINITY_DN41247_c0_g1_i2	stress response
10138	TRINITY_DN41247_c0_g1_i2	stress response
10139	TRINITY_DN41247_c0_g1_i2	stress response
10140	TRINITY_DN41247_c0_g1_i2	stress response
10141	TRINITY_DN41247_c0_g1_i2	stress response
10142	TRINITY_DN41247_c0_g1_i2	stress response
10143	TRINITY_DN41247_c0_g1_i2	stress response
10144	TRINITY_DN41247_c0_g1_i2	stress response
10145	TRINITY_DN41247_c0_g1_i2	stress response
10146	TRINITY_DN41247_c0_g1_i2	stress response
10147	TRINITY_DN4127_c0_g2_i2	stress response
10148	TRINITY_DN4127_c0_g2_i2	stress response
10149	TRINITY_DN4127_c0_g2_i2	stress response
10150	TRINITY_DN41312_c0_g1_i2	stress response
10151	TRINITY_DN41312_c0_g1_i2	stress response
10152	TRINITY_DN41312_c0_g1_i2	stress response
10153	TRINITY_DN4134_c1_g5_i1	stress response
10154	TRINITY_DN41355_c0_g1_i1	stress response
10155	TRINITY_DN41370_c0_g1_i1	stress response
10156	TRINITY_DN4138_c0_g1_i9	stress response
