"","x"
"54974","Q754R5"
"54975","Q7JW12"
"54976","Q31KN8"
"54977","P56986"
"54978","Q2SD50"
"54979","B1VQH0"
"54980","Q5AW24"
"54981","B1VQH0"
"54982","Q5AW24"
"54983","Q54F15"
"54984","P34350"
"54985","Q6BJF4"
"54986","Q9FJ92"
"54987","Q00758"
"54988","Q00758"
"54989","Q00758"
"54990","Q00758"
"54991","Q9M2U3"
"54992","Q6FSZ8"
"54993","Q94K49"
"54994","B7KDM5"
"54995","B7KDM5"
"54996","B7KDM5"
"54997","Q7VR41"
"54998","Q5AR47"
"54999","Q2GIC8"
"55000","F5HGK9"
"55001","Q54I57"
"55002","Q54I57"
"55003","P03315"
"55004","P53840"
"55005","Q9H2P0"
"55006","Q9H2P0"
"55007","Q9QY66"
"55008","O32258"
"55009","O32258"
"55010","B2WB15"
"55011","P36898"
"55012","A2VE47"
"55013","A5CXK2"
"55014","Q811L6"
"55015","A5FZU8"
"55016","Q8IFN0"
"55017","Q8IFN0"
"55018","Q8IFN0"
"55019","Q8IFN0"
"55020","Q8IFN0"
"55021","Q8IFN0"
"55022","Q8IFN0"
"55023","Q8IFN0"
"55024","Q8IFN0"
"55025","Q8IFN0"
"55026","Q8IFN0"
"55027","Q8IFN0"
"55028","Q8IFN0"
"55029","Q8IFN0"
"55030","Q8IFN0"
"55031","Q8IFN0"
"55032","Q8IFN0"
"55033","Q8IFN0"
"55034","Q8IFN0"
"55035","P41812"
"55036","Q9EPU7"
"55037","Q9EPU7"
"55038","Q9EPU7"
"55039","Q9EPU7"
"55040","Q9EPU7"
"55041","Q3AS18"
"55042","Q8RF47"
"55043","Q20351"
"55044","O77237"
"55045","O77237"
"55046","Q5F4B3"
"55047","P00637"
"55048","P00637"
"55049","O60168"
"55050","A8MLB5"
"55051","Q8RC54"
"55052","Q8RC54"
"55053","Q68DN1"
"55054","Q96ME1"
"55055","Q58674"
"55056","P05154"
"55057","Q0C2H9"
"55058","O45405"
"55059","Q9LIN3"
"55060","H0YKK7"
"55061","Q9P127"
"55062","Q6NG98"
"55063","Q9VL63"
"55064","Q9VL63"
"55065","Q9VL63"
"55066","Q9VL63"
"55067","Q5R6F5"
"55068","O35930"
"55069","O35930"
"55070","Q5R5X0"
"55071","Q5R5X0"
"55072","E7F888"
"55073","P42282"
"55074","Q52V16"
"55075","Q52V16"
"55076","Q52V16"
"55077","Q52V16"
"55078","Q52V16"
"55079","Q9CWH1"
"55080","P42282"
"55081","P42282"
"55082","Q6PD29"
"55083","Q6PD29"
"55084","Q6PD29"
"55085","Q6PD29"
"55086","Q6PD29"
"55087","Q6PD29"
"55088","Q6PD29"
"55089","Q6PD29"
"55090","Q6PD29"
"55091","Q6PD29"
"55092","Q6PD29"
"55093","Q6PD29"
"55094","Q6PD29"
"55095","Q6PD29"
"55096","Q6PD29"
"55097","Q6PD29"
"55098","Q6PD29"
"55099","Q6PD29"
"55100","Q6PD29"
"55101","Q6PD29"
"55102","P42282"
"55103","P42282"
"55104","P42282"
"55105","Q30TC5"
"55106","Q30TC5"
"55107","Q30TC5"
"55108","O61460"
"55109","Q5M7W4"
"55110","O43015"
"55111","Q7N2H1"
"55112","P35755"
"55113","P35755"
"55114","Q9BQA5"
"55115","Q2U3V3"
"55116","Q719L8"
"55117","Q8D556"
"55118","Q8D556"
"55119","Q8D556"
"55120","Q6R7H1"
"55121","Q8CEG5"
"55122","Q91738"
"55123","A1JRA2"
"55124","B4SGC3"
"55125","P38329"
"55126","Q04931"
"55127","B6EK57"
"55128","Q9FK91"
"55129","B9K865"
"55130","P42355"
"55131","O34660"
"55132","A7I1U5"
"55133","Q7V4D3"
"55134","Q7V4D3"
"55135","Q9LYJ9"
"55136","P31514"
"55137","Q9RW61"
"55138","P31514"
"55139","Q9RW61"
"55140","A2BIG9"
"55141","Q5RK23"
"55142","B7PS00"
"55143","P20794"
"55144","Q3SYU3"
"55145","Q3SYU3"
"55146","Q6P8C4"
"55147","P47360"
"55148","Q9US11"
"55149","Q9US11"
"55150","A6NE01"
"55151","A6NE01"
"55152","Q8AY47"
"55153","O97159"
"55154","O97159"
"55155","O97159"
"55156","O97159"
"55157","O97159"
"55158","O97159"
"55159","O97159"
"55160","O97159"
"55161","O97159"
"55162","O97159"
"55163","P37747"
"55164","Q9NX08"
"55165","Q9CZG3"
"55166","Q9CZG3"
"55167","Q9NX08"
"55168","Q9NX08"
"55169","Q9CZG3"
"55170","Q8A9M2"
"55171","Q8A9M2"
"55172","Q9D529"
"55173","Q9D529"
"55174","Q9D529"
"55175","Q9D529"
"55176","Q18T09"
"55177","Q18T09"
"55178","Q9D529"
"55179","Q9D529"
"55180","Q9D529"
"55181","Q9D529"
"55182","Q9D529"
"55183","Q9D529"
"55184","Q9D529"
"55185","A6NJ88"
"55186","A6NJ88"
"55187","A6NJ88"
"55188","A6NJ88"
"55189","O23278"
"55190","Q8RXH2"
"55191","Q7UNL6"
"55192","Q7UNL6"
"55193","Q8RXH2"
"55194","Q7UNL6"
"55195","Q9VPT8"
"55196","P20099"
"55197","Q82X87"
"55198","Q8L548"
"55199","Q9ZJ48"
"55200","Q9LG11"
"55201","Q4QXU4"
"55202","Q97LI1"
"55203","F4IVR7"
"55204","P24005"
"55205","A4IGY6"
"55206","Q9CF92"
"55207","Q6FKQ4"
"55208","Q5XJP1"
"55209","Q49VE0"
"55210","O01670"
"55211","P11369"
"55212","O84879"
"55213","Q5HZM1"
"55214","Q5HZM1"
"55215","Q5HZM1"
"55216","P52523"
"55217","Q876L5"
"55218","Q876L5"
"55219","Q7VK53"
"55220","Q14330"
"55221","P51476"
"55222","Q14330"
"55223","Q14330"
"55224","Q2QMG2"
"55225","P51476"
"55226","Q14330"
"55227","P50262"
"55228","P50262"
"55229","Q9HEC9"
"55230","Q9UBC9"
"55231","Q0MQC6"
"55232","Q0MQC6"
"55233","Q0MQC6"
"55234","Q02375"
"55235","F1QRX7"
"55236","Q8WVK7"
"55237","Q8WVK7"
"55238","Q8WVK7"
"55239","Q08924"
"55240","Q8WVK7"
"55241","A6U5U5"
"55242","Q110B6"
"55243","P54359"
"55244","Q01KM7"
"55245","Q4CUM2"
"55246","Q6BX32"
"55247","P35406"
"55248","A7EFH4"
"55249","A5UBW8"
"55250","Q9BUH6"
"55251","P0A200"
"55252","O14186"
"55253","Q9NQX0"
"55254","Q49593"
"55255","Q9VMJ7"
"55256","Q49593"
"55257","Q9VMJ7"
"55258","Q49593"
"55259","Q49593"
"55260","Q9VMJ7"
"55261","P20482"
"55262","P20482"
"55263","Q8NB66"
"55264","Q8NB66"
"55265","Q9XC90"
"55266","Q9XC90"
"55267","Q96Y25"
"55268","Q09778"
"55269","O94760"
"55270","O94760"
"55271","Q09778"
"55272","O94760"
"55273","O94760"
"55274","O94760"
"55275","O94760"
"55276","Q5R4B4"
"55277","O94760"
"55278","O94760"
"55279","Q8QFR2"
"55280","Q8SRY1"
"55281","Q9H497"
"55282","Q7VRV7"
"55283","P23159"
"55284","Q9VFR0"
"55285","O01159"
"55286","O01159"
"55287","O01159"
"55288","O01159"
"55289","O01159"
"55290","O01159"
"55291","O00233"
"55292","Q2NL11"
"55293","Q81VP8"
"55294","Q2NL11"
"55295","Q2NL11"
"55296","O00233"
"55297","Q9LMR3"
"55298","Q9LMR3"
"55299","Q66KG5"
"55300","Q32NR3"
"55301","B0XDC4"
"55302","O22827"
"55303","B0XDC4"
"55304","B0XDC4"
"55305","B0XDC4"
"55306","B0XDC4"
"55307","C5CKU4"
"55308","Q9YGL2"
"55309","C6DKI6"
"55310","Q6Q305"
"55311","G3XMD1"
"55312","Q02785"
"55313","Q9NS93"
"55314","P55772"
"55315","A0JPD7"
"55316","Q6NPF9"
"55317","Q32L83"
"55318","Q32L83"
"55319","Q57602"
"55320","Q57602"
"55321","Q57602"
"55322","Q57602"
"55323","Q57602"
"55324","Q57602"
"55325","A1VJ23"
"55326","Q1MTM9"
"55327","Q95J75"
"55328","P15555"
"55329","Q7ZAK5"
"55330","P15555"
"55331","P55302"
"55332","D5CBA0"
"55333","Q9MSS3"
"55334","P20701"
"55335","O74378"
"55336","Q9JTS2"
"55337","P08775"
"55338","P24928"
"55339","Q2NHT6"
"55340","P25914"
"55341","P59883"
"55342","P59883"
"55343","Q9BSF4"
"55344","Q9UKT4"
"55345","Q6ZRH7"
"55346","Q7DFV4"
"55347","Q7DFV4"
"55348","C4QXE9"
"55349","Q8BJW6"
"55350","Q95NT6"
"55351","Q6H1L8"
"55352","Q9LYZ4"
"55353","O19914"
"55354","Q95NT6"
"55355","Q95NT6"
"55356","Q95NT6"
"55357","Q03V25"
"55358","Q5I0G4"
"55359","Q7QJW7"
"55360","A0Q3T6"
"55361","P47337"
"55362","A1CF18"
"55363","P47337"
"55364","G5E8K6"
"55365","P0DKA7"
"55366","P47246"
"55367","P47246"
"55368","Q96725"
"55369","Q96725"
"55370","Q8TAM1"
"55371","Q6YXW6"
"55372","P39577"
"55373","P39577"
"55374","A2SE15"
"55375","P80522"
"55376","Q6VAB6"
"55377","Q9UT24"
"55378","Q9UT24"
"55379","Q03278"
"55380","Q95SX7"
"55381","Q66JK1"
"55382","Q8VED2"
"55383","Q8VED2"
"55384","Q6INI0"
"55385","Q3B400"
"55386","C1D7P3"
"55387","C1D7P3"
"55388","O13796"
"55389","Q6VV72"
"55390","O13796"
"55391","O13796"
"55392","O13796"
"55393","Q03445"
"55394","A8FRU2"
"55395","Q1DZL3"
"55396","Q1DZL3"
"55397","O75400"
"55398","Q80W14"
"55399","O75400"
"55400","A6WYK8"
"55401","A6WYK8"
"55402","A6WYK8"
"55403","A8FYZ3"
"55404","A6WYK8"
"55405","A6WYK8"
"55406","A6WYK8"
"55407","A6WYK8"
"55408","P46236"
"55409","P46236"
"55410","P46236"
"55411","D4GL26"
"55412","Q24731"
"55413","P69732"
"55414","Q896Y2"
"55415","Q9VS29"
"55416","Q9VS29"
"55417","Q9VS29"
"55418","Q9C6Y4"
"55419","P43053"
"55420","Q54P38"
"55421","P60280"
"55422","B7L1M9"
"55423","Q3B725"
"55424","Q96186"
"55425","Q3TTY0"
"55426","Q1KVX8"
"55427","Q9GZM8"
"55428","C6DF26"
"55429","P36856"
"55430","Q91684"
"55431","O34820"
"55432","Q1MTN9"
"55433","Q6LVF1"
"55434","Q25BN1"
"55435","Q00900"
"55436","O60292"
"55437","P22888"
"55438","O22182"
"55439","Q1PEB4"
"55440","O33925"
"55441","O46392"
"55442","Q866F4"
"55443","Q80YT5"
"55444","O94474"
"55445","P53747"
"55446","Q9ZIU5"
"55447","P17789"
"55448","B8I4B9"
"55449","P41990"
"55450","Q28UT0"
"55451","P60193"
"55452","Q049W4"
"55453","A2AAE1"
"55454","O29937"
"55455","A8ICF8"
"55456","A7MNV8"
"55457","Q2J529"
"55458","Q00387"
"55459","Q658P3"
"55460","A1DWM3"
"55461","Q4R8H2"
"55462","A8J6J0"
"55463","Q9VPF8"
"55464","P81924"
"55465","O14522"
"55466","Q0P5W1"
"55467","B4U1F9"
"55468","Q9NR09"
"55469","Q36834"
"55470","A2RJK2"
"55471","Q493Z9"
"55472","Q5H4N5"
"55473","P14194"
"55474","Q14571"
"55475","Q14571"
"55476","P08045"
"55477","A2BUL8"
"55478","O01761"
"55479","Q8W493"
"55480","Q96UP3"
"55481","Q8K984"
"55482","O14214"
"55483","P55028"
"55484","Q13BX8"
"55485","P52292"
"55486","Q55740"
"55487","Q9D8P7"
"55488","Q6ZPQ6"
"55489","A1A4L5"
"55490","Q03350"
"55491","Q03350"
"55492","P63236"
"55493","Q00763"
"55494","O82882"
"55495","Q9HBB8"
"55496","P70830"
"55497","Q9HBB8"
"55498","Q0I0J9"
"55499","Q4H195"
"55500","P21328"
"55501","Q9BXC9"
"55502","O81160"
"55503","O81160"
"55504","P10040"
"55505","Q9S2T7"
"55506","P80030"
"55507","Q05118"
"55508","Q8IXT5"
"55509","Q8IXT5"
"55510","Q8IXT5"
"55511","Q8IXT5"
"55512","Q8IXT5"
"55513","Q8IXT5"
"55514","Q8IXT5"
"55515","Q8IXT5"
"55516","Q8IXT5"
"55517","Q8IXT5"
"55518","Q8IXT5"
"55519","Q8IXT5"
"55520","Q8IXT5"
"55521","Q1QS68"
"55522","Q8IXT5"
"55523","Q8IXT5"
"55524","Q8IXT5"
"55525","Q17RP2"
"55526","Q4FMH0"
"55527","Q9PVZ4"
"55528","A2ARZ3"
"55529","A2ARZ3"
"55530","A2ARZ3"
"55531","Q0IEW8"
"55532","Q27HK4"
"55533","Q27HK4"
"55534","A4II09"
"55535","Q72U69"
"55536","Q6FEH6"
"55537","O42930"
"55538","P87169"
"55539","Q008X5"
"55540","Q8BID8"
"55541","Q8BID8"
"55542","Q8BID8"
"55543","Q8BID8"
"55544","Q6G1D9"
"55545","Q7VNV2"
"55546","Q9KUX9"
"55547","P20936"
"55548","P09851"
"55549","P16011"
"55550","Q924H9"
"55551","P35670"
"55552","Q6CP50"
"55553","Q5PBM0"
"55554","Q9P2E3"
"55555","Q58999"
"55556","Q8JU62"
"55557","O60313"
"55558","Q960W6"
"55559","Q80TP3"
"55560","B2VJU7"
"55561","Q3SWW8"
"55562","Q9GLV6"
"55563","Q96JM2"
"55564","Q96JM2"
"55565","Q6NVP8"
"55566","Q8SWI3"
"55567","Q6E0W7"
"55568","A1AZ56"
"55569","O34471"
"55570","P57999"
"55571","Q6FNM7"
"55572","Q9UL62"
"55573","B4MR74"
"55574","Q0SWS7"
"55575","Q5RH71"
"55576","Q7JQ07"
"55577","Q7JQ07"
"55578","Q54TA3"
"55579","O94539"
"55580","O65202"
"55581","A8JAM0"
"55582","Q59MA9"
"55583","Q5R1T0"
"55584","Q9EPW2"
"55585","Q9EPW2"
"55586","Q9EPW2"
"55587","Q9EPW2"
"55588","Q9EPW2"
"55589","Q9EPW2"
"55590","B6HJA3"
"55591","A1VUQ1"
"55592","Q3MF97"
"55593","P0CA61"
"55594","P20929"
"55595","P20929"
"55596","P20929"
"55597","P0CU31"
"55598","P34554"
"55599","Q68G58"
"55600","Q21CK4"
"55601","Q03269"
"55602","P16423"
"55603","Q6DG88"
"55604","Q9UPU3"
"55605","O79678"
"55606","Q92831"
"55607","P80560"
"55608","P55709"
"55609","Q570Y9"
"55610","Q06822"
"55611","Q06822"
"55612","P9WJQ5"
"55613","P0CAI0"
"55614","P0CAI0"
"55615","Q83JA5"
"55616","P0DKH1"
"55617","O84391"
"55618","O84391"
"55619","O84391"
"55620","Q2GMX1"
"55621","Q8YPS9"
"55622","Q2NEB6"
"55623","Q6HL40"
"55624","Q86HQ3"
"55625","Q86HQ3"
"55626","Q6HL40"
"55627","Q6HL40"
"55628","Q38950"
"55629","Q38950"
"55630","Q38950"
"55631","Q38950"
"55632","Q38950"
"55633","Q59S27"
"55634","P0CH58"
"55635","Q85FV4"
"55636","Q94C53"
"55637","Q12766"
"55638","Q7PRJ0"
"55639","Q866Y9"
"55640","Q8IXT5"
"55641","Q8IXT5"
"55642","Q8IXT5"
"55643","Q8IXT5"
"55644","Q8IXT5"
"55645","Q8IXT5"
"55646","Q8IXT5"
"55647","Q8IXT5"
"55648","Q8IXT5"
"55649","Q8IXT5"
"55650","Q8IXT5"
"55651","Q8IXT5"
"55652","A3KFU9"
"55653","P54745"
"55654","P09219"
"55655","B4F2H6"
"55656","Q9VUR7"
"55657","Q8TCF1"
"55658","Q6PB44"
"55659","O88902"
"55660","O61307"
"55661","O61307"
"55662","Q56336"
"55663","Q56336"
"55664","Q7VR42"
"55665","Q6NZE7"
"55666","Q6NZE7"
"55667","P95999"
"55668","P95999"
"55669","Q3UFK8"
"55670","Q5EAK6"
"55671","C4K6Z7"
"55672","P41073"
"55673","P41073"
"55674","P41073"
"55675","P41073"
"55676","O87807"
"55677","Q8JZR6"
"55678","Q2M1Z3"
"55679","Q9H0X6"
"55680","P29254"
"55681","Q9H0X6"
"55682","Q38YQ8"
"55683","Q9H0X6"
"55684","Q6TGW5"
"55685","Q6TGW5"
"55686","Q6TGW5"
"55687","Q6TGW5"
"55688","Q6TGW5"
"55689","Q49ZS3"
"55690","Q38YQ8"
"55691","Q38YQ8"
"55692","Q1JQA5"
"55693","Q1JQA5"
"55694","Q1JQA5"
"55695","Q1JQA5"
"55696","C3W4R6"
"55697","Q6C619"
"55698","A9MIY8"
"55699","A9MIY8"
"55700","A9MIY8"
"55701","A9MIY8"
"55702","P92990"
"55703","P92990"
"55704","Q8NKE1"
"55705","Q8X066"
"55706","Q8X066"
"55707","Q8X066"
"55708","Q8X066"
"55709","Q8X066"
"55710","Q7G1L2"
"55711","Q98QA7"
"55712","A2RV29"
"55713","Q0WL80"
"55714","Q5ZHZ4"
"55715","O52535"
"55716","O52535"
"55717","O52535"
"55718","C5P212"
"55719","C5P212"
"55720","D1ZG13"
"55721","Q16760"
"55722","Q9U0M8"
"55723","P0A0G9"
"55724","A1S4F9"
"55725","P44068"
"55726","P44068"
"55727","Q6DHV5"
"55728","Q4P8R5"
"55729","Q6DHV5"
"55730","P23337"
"55731","P26207"
"55732","P26207"
"55733","A1C688"
"55734","P65907"
"55735","O66878"
"55736","O66878"
"55737","Q9YBK2"
"55738","Q9YBK2"
"55739","O14096"
"55740","O14096"
"55741","Q30TE4"
"55742","Q30TE4"
"55743","Q02377"
"55744","Q63EK7"
"55745","O05979"
"55746","P53336"
"55747","A6QS12"
"55748","P23648"
"55749","Q8R8W4"
"55750","Q1E5B0"
"55751","P28899"
"55752","A5GBY8"
"55753","Q6GLX2"
"55754","Q9BY31"
"55755","Q9BY31"
"55756","Q9BY31"
"55757","Q9BY31"
"55758","Q9BY31"
"55759","Q9BY31"
"55760","Q9BY31"
"55761","Q9BY31"
"55762","Q9BY31"
"55763","Q9BY31"
"55764","Q9BY31"
"55765","Q9BY31"
"55766","Q9BY31"
"55767","Q9BY31"
"55768","Q9BY31"
"55769","Q9BY31"
"55770","Q9BY31"
"55771","Q9BY31"
"55772","Q9BY31"
"55773","Q9BY31"
"55774","Q9BY31"
"55775","Q9BY31"
"55776","Q9BY31"
"55777","Q9BY31"
"55778","P18736"
"55779","Q18053"
"55780","Q18053"
"55781","Q18053"
"55782","Q09ME5"
"55783","J3SDX8"
"55784","Q8WVB3"
"55785","Q0UIN2"
"55786","Q0UIN2"
"55787","Q0UIN2"
"55788","P70687"
"55789","Q0UIN2"
"55790","P96695"
"55791","F4IAT2"
"55792","Q8SQ01"
"55793","A1USU3"
"55794","O88700"
"55795","O88700"
"55796","Q9VD28"
"55797","Q9VD28"
"55798","Q9VD28"
"55799","P0C6V9"
"55800","Q6S5H5"
"55801","O14638"
"55802","O14638"
"55803","O14638"
"55804","A7I6K3"
"55805","Q6S5H5"
"55806","Q8TPA6"
"55807","F4KBP5"
"55808","P45597"
"55809","Q2ULU3"
"55810","P37077"
"55811","P37077"
"55812","Q59S59"
"55813","Q59S59"
"55814","C5D6R2"
"55815","F5HDC7"
"55816","A5E857"
"55817","A5E857"
"55818","Q11RH2"
"55819","Q11RH2"
"55820","Q5U2Z5"
"55821","A5VJ94"
"55822","Q1DME3"
"55823","Q0BSG5"
"55824","Q0BSG5"
"55825","A4WBF7"
"55826","Q01040"
"55827","A9NGP8"
"55828","Q91VA6"
"55829","Q12B88"
"55830","A5CX29"
"55831","A5CX29"
"55832","Q5THJ4"
"55833","Q5THJ4"
"55834","Q5THJ4"
"55835","Q8C7W7"
"55836","Q8CHM7"
"55837","Q5THJ4"
"55838","P0C7B7"
"55839","P0C7B7"
"55840","P0C7B7"
"55841","Q5E9H2"
"55842","Q9KAC1"
"55843","P06155"
"55844","B1XW11"
"55845","Q1E8M9"
"55846","Q1E8M9"
"55847","P49078"
"55848","Q71SV0"
"55849","Q5L263"
"55850","I1BPS7"
"55851","Q9HCZ1"
"55852","P48322"
"55853","C5FUK3"
"55854","C5FUK3"
"55855","P38598"
"55856","P29503"
"55857","P29503"
"55858","P29503"
"55859","P29503"
"55860","P29503"
"55861","P29503"
"55862","P29503"
"55863","P29503"
"55864","Q679P3"
"55865","Q679P3"
"55866","Q679P3"
"55867","Q8NH73"
"55868","Q9JL26"
"55869","A4JI45"
"55870","P23339"
"55871","P02557"
"55872","O32261"
"55873","P10675"
"55874","P10675"
"55875","P91753"
"55876","A7Z5B2"
"55877","Q6BK07"
"55878","Q9JIQ3"
"55879","Q9JIQ3"
"55880","Q9JIQ3"
"55881","Q9CQY2"
"55882","Q9JIQ3"
"55883","Q8WTC1"
"55884","Q88426"
"55885","Q88426"
"55886","Q9DKT8"
"55887","Q92AG0"
"55888","Q8W4K1"
"55889","Q7VGJ6"
"55890","A2BIG9"
"55891","A2BIG9"
"55892","A2BIG9"
"55893","Q4WBM1"
"55894","C8V4D4"
"55895","C8V4D4"
"55896","C8V4D4"
"55897","O00087"
"55898","Q9AAT8"
"55899","Q9C9W9"
"55900","Q03650"
"55901","Q03650"
"55902","Q03650"
"55903","Q03650"
"55904","Q03650"
"55905","Q03650"
"55906","Q03650"
"55907","Q03650"
"55908","A1K5B0"
"55909","Q9P241"
"55910","Q4JAH6"
"55911","Q9WUB7"
"55912","Q05057"
"55913","Q05057"
"55914","Q9C7I8"
"55915","Q92793"
"55916","Q96KN2"
"55917","Q96KN2"
"55918","Q96KN2"
"55919","Q96KN2"
"55920","Q96KN2"
"55921","Q63406"
"55922","Q63406"
"55923","Q97CR6"
"55924","C0H404"
"55925","Q6TLK4"
"55926","O15360"
"55927","Q29504"
"55928","Q09764"
"55929","Q8RX87"
"55930","Q09764"
"55931","Q8RX87"
"55932","O28578"
"55933","O28578"
"55934","P33908"
"55935","D4A615"
"55936","Q8SUH6"
"55937","Q8SUH6"
"55938","Q77JN0"
"55939","Q8C4A5"
"55940","Q8C4A5"
"55941","Q6FMH8"
"55942","P84023"
"55943","P84025"
"55944","P14184"
"55945","Q9U572"
"55946","Q5REQ5"
"55947","Q5REQ5"
"55948","Q5REQ5"
"55949","Q5REQ5"
"55950","Q5REQ5"
"55951","O31588"
"55952","B3E7T5"
"55953","Q5R4M0"
"55954","P76093"
"55955","Q8SUB7"
"55956","A5CCE0"
"55957","Q9WTS6"
"55958","Q9WTS6"
"55959","Q9WTS6"
"55960","Q9WTS6"
"55961","O23372"
"55962","O23372"
"55963","O23372"
"55964","Q9CR78"
"55965","P20849"
"55966","Q661Q3"
"55967","Q5R8X6"
"55968","Q979A1"
"55969","Q5R8X6"
"55970","P81371"
"55971","O13702"
"55972","A9MFX7"
"55973","O13702"
"55974","Q58789"
"55975","F1P4W9"
"55976","Q2PMP0"
"55977","Q9C9Y1"
"55978","Q5BE03"
"55979","Q4G075"
"55980","Q8IDX6"
"55981","Q8IDX6"
"55982","P34681"
"55983","P34681"
"55984","Q8W485"
"55985","Q5U2W5"
"55986","Q09701"
"55987","P06800"
"55988","P75558"
"55989","Q96HI0"
"55990","Q5F485"
"55991","A5DB08"
"55992","B4RC21"
"55993","A5WA01"
"55994","Q98EI7"
"55995","B4RC21"
"55996","O57486"
"55997","Q6A068"
"55998","Q148L1"
"55999","P16379"
"56000","O96013"
"56001","O96013"
"56002","Q4ZHG4"
"56003","P0CH01"
"56004","Q3A2N6"
"56005","Q3SZJ4"
"56006","P0CO40"
"56007","Q8CT52"
"56008","Q8CT52"
"56009","P70387"
"56010","Q8CT52"
"56011","Q5R670"
"56012","P75055"
"56013","Q3AU39"
"56014","Q9C7I5"
"56015","P57447"
"56016","Q861W0"
"56017","Q1GXA1"
"56018","A3LN78"
"56019","Q9UBT6"
"56020","Q9UBT6"
"56021","B5FCW6"
"56022","Q9JYZ2"
"56023","Q6UDL5"
"56024","Q92M52"
"56025","P37231"
"56026","D2Y2D9"
"56027","A6QR11"
"56028","A6QR11"
"56029","A6QR11"
"56030","A6QR11"
"56031","P37261"
"56032","Q89863"
"56033","P56914"
"56034","P37261"
"56035","O34656"
"56036","Q7NV18"
"56037","Q1RF28"
"56038","Q9ZM66"
"56039","Q6JD72"
"56040","Q5B288"
"56041","A5CD80"
"56042","Q7Z6Z7"
"56043","Q7Z6Z7"
"56044","A1K976"
"56045","Q7JF70"
"56046","Q7JF70"
"56047","O73798"
"56048","Q7JF70"
"56049","Q7JF70"
"56050","Q2EG98"
"56051","B0VB44"
"56052","Q8IW35"
"56053","Q90W79"
"56054","P0DKW3"
"56055","P0DKW3"
"56056","Q6GZQ8"
"56057","Q0AWK4"
"56058","Q0AWK4"
"56059","B2V7K9"
"56060","B2V7K9"
"56061","Q75EG6"
"56062","B1VG01"
"56063","O32350"
"56064","Q8R1Z4"
"56065","P51583"
"56066","Q54JV5"
"56067","Q3MHY8"
"56068","Q9R1S7"
"56069","P31079"
"56070","O93723"
"56071","Q9F7B1"
"56072","Q3MHY8"
"56073","Q03697"
"56074","Q03697"
"56075","Q5XH91"
"56076","Q92ME3"
"56077","Q4WR82"
"56078","P21580"
"56079","P70545"
"56080","Q99102"
"56081","P10394"
"56082","Q1AU35"
"56083","Q1AU35"
"56084","Q5I0G4"
"56085","Q1AU35"
"56086","Q1AU35"
"56087","Q89551"
"56088","A2QPK4"
"56089","A2QPK4"
"56090","A2QPK4"
"56091","A2QPK4"
"56092","Q9D8N6"
"56093","Q96DM1"
"56094","Q5XGI3"
"56095","Q9SUT5"
"56096","Q6DN90"
"56097","Q9R269"
"56098","P29714"
"56099","Q810N9"
"56100","A4IR31"
"56101","P29714"
"56102","Q5RB31"
"56103","Q5RB31"
"56104","Q9NBX4"
"56105","P21328"
"56106","Q4A952"
"56107","Q9VFD5"
"56108","Q9VFD5"
"56109","Q0WQF4"
"56110","B4EC22"
"56111","A1WTK7"
"56112","Q02525"
"56113","Q02525"
"56114","Q02525"
"56115","Q02525"
"56116","Q02525"
"56117","Q02525"
"56118","Q02525"
"56119","Q02525"
"56120","Q02525"
"56121","Q02525"
"56122","Q02525"
"56123","Q02525"
"56124","Q02525"
"56125","Q02525"
"56126","Q02525"
"56127","Q02525"
"56128","Q02525"
"56129","Q02525"
"56130","Q02525"
"56131","Q02525"
"56132","Q02525"
"56133","Q02525"
"56134","Q02525"
"56135","Q02525"
"56136","Q02525"
"56137","Q02525"
"56138","Q02525"
"56139","Q02525"
"56140","Q02525"
"56141","Q02525"
"56142","Q02525"
"56143","Q02525"
"56144","Q02525"
"56145","Q02525"
"56146","Q02525"
"56147","Q02525"
"56148","Q86T29"
"56149","Q86T29"
"56150","Q86T29"
"56151","Q86T29"
"56152","Q86T29"
"56153","Q86T29"
"56154","Q86T29"
"56155","Q86T29"
"56156","Q86T29"
"56157","Q86T29"
"56158","Q86T29"
"56159","Q86T29"
"56160","Q86T29"
"56161","Q86T29"
"56162","Q86T29"
"56163","Q86T29"
"56164","Q86T29"
"56165","Q86T29"
"56166","Q86T29"
"56167","Q86T29"
"56168","P83565"
"56169","P83565"
"56170","Q9Z2Q5"
"56171","P54755"
"56172","Q53Q32"
"56173","P54755"
"56174","Q8IZQ1"
"56175","Q57538"
"56176","Q8BLX4"
"56177","Q9VHT4"
"56178","Q1HVG4"
"56179","P57317"
"56180","Q08277"
"56181","Q9W6C5"
"56182","Q9W6C5"
"56183","P26797"
"56184","Q6BQK9"
"56185","P39782"
"56186","Q8BMJ2"
"56187","Q6INL2"
"56188","B6MUN4"
"56189","Q7VRQ7"
"56190","P47047"
"56191","Q7VRQ7"
"56192","O60174"
"56193","Q88A44"
"56194","A8FCG5"
"56195","Q485H8"
"56196","Q8C1B2"
"56197","Q1E5B0"
"56198","Q9FGR0"
"56199","B7VGU7"
"56200","Q86GF7"
"56201","F4HNU8"
"56202","Q8BPS4"
"56203","Q9FNP4"
"56204","Q7VUR2"
"56205","A3Q9L6"
"56206","A7I1Y4"
"56207","Q9C0J1"
"56208","Q5TZ80"
"56209","O57932"
"56210","P83131"
"56211","Q9SDA8"
