Trinity_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN2994_c0_g1_i5	18.40638139	-7.789097547	2.111918299	-3.688162345	0.00022588	0.006929674	sp	Q9VAD6	COG7_DROME	44.7	94	52	0	578	297	645	738	1.7e-15	84.3	COG7_DROME	reviewed	Conserved oligomeric Golgi complex subunit 7 (COG complex subunit 7) (Component of oligomeric Golgi complex 7)	Cog7 CG31040	Drosophila melanogaster (Fruit fly)	742	actomyosin contractile ring contraction [GO:0000916]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; intra-Golgi vesicle-mediated transport [GO:0006891]; male meiosis cytokinesis [GO:0007112]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]	acroblast [GO:0036063]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]		acroblast [GO:0036063]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]; actomyosin contractile ring contraction [GO:0000916]; Golgi organization [GO:0007030]; intra-Golgi vesicle-mediated transport [GO:0006891]; intracellular protein transport [GO:0006886]; male meiosis cytokinesis [GO:0007112]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]	GO:0000139; GO:0000916; GO:0005794; GO:0006886; GO:0006890; GO:0006891; GO:0007030; GO:0007112; GO:0017119; GO:0036063
TRINITY_DN3015_c0_g1_i10	61.2301325	-3.888644794	0.985345473	-3.946478572	7.93e-05	0.002621196	sp	Q9NHE5	CAPS_DROME	62.7	418	100	1	34	1119	948	1365	6.8e-154	545.4	CAPS_DROME	reviewed	Calcium-dependent secretion activator (Calcium-activated protein for secretion)	Cadps Caps CG33653	Drosophila melanogaster (Fruit fly)	1447	dense core granule exocytosis [GO:1990504]; neurotransmitter secretion [GO:0007269]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; protein transport [GO:0015031]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle exocytosis [GO:0016079]; vesicle-mediated transport [GO:0016192]	cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]	calcium ion binding [GO:0005509]; lipid binding [GO:0008289]	cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]; calcium ion binding [GO:0005509]; lipid binding [GO:0008289]; dense core granule exocytosis [GO:1990504]; neurotransmitter secretion [GO:0007269]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; protein transport [GO:0015031]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle exocytosis [GO:0016079]; vesicle-mediated transport [GO:0016192]	GO:0005509; GO:0007269; GO:0008021; GO:0008289; GO:0015031; GO:0016079; GO:0016192; GO:0030054; GO:0030659; GO:0035249; GO:0045202; GO:0045956; GO:1990504
TRINITY_DN3015_c0_g1_i29	24.94878684	-6.789677935	1.905343147	-3.563493507	0.000365952	0.010887203	sp	Q9NHE5	CAPS_DROME	70.4	1182	250	9	13	3327	102	1260	0	1604.3	CAPS_DROME	reviewed	Calcium-dependent secretion activator (Calcium-activated protein for secretion)	Cadps Caps CG33653	Drosophila melanogaster (Fruit fly)	1447	dense core granule exocytosis [GO:1990504]; neurotransmitter secretion [GO:0007269]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; protein transport [GO:0015031]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle exocytosis [GO:0016079]; vesicle-mediated transport [GO:0016192]	cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]	calcium ion binding [GO:0005509]; lipid binding [GO:0008289]	cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]; calcium ion binding [GO:0005509]; lipid binding [GO:0008289]; dense core granule exocytosis [GO:1990504]; neurotransmitter secretion [GO:0007269]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; protein transport [GO:0015031]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle exocytosis [GO:0016079]; vesicle-mediated transport [GO:0016192]	GO:0005509; GO:0007269; GO:0008021; GO:0008289; GO:0015031; GO:0016079; GO:0016192; GO:0030054; GO:0030659; GO:0035249; GO:0045202; GO:0045956; GO:1990504
TRINITY_DN3015_c0_g1_i29	24.94878684	-6.789677935	1.905343147	-3.563493507	0.000365952	0.010887203	sp	Q9NHE5	CAPS_DROME	49.1	161	80	1	3359	3835	1261	1421	9.3e-38	161	CAPS_DROME	reviewed	Calcium-dependent secretion activator (Calcium-activated protein for secretion)	Cadps Caps CG33653	Drosophila melanogaster (Fruit fly)	1447	dense core granule exocytosis [GO:1990504]; neurotransmitter secretion [GO:0007269]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; protein transport [GO:0015031]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle exocytosis [GO:0016079]; vesicle-mediated transport [GO:0016192]	cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]	calcium ion binding [GO:0005509]; lipid binding [GO:0008289]	cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]; calcium ion binding [GO:0005509]; lipid binding [GO:0008289]; dense core granule exocytosis [GO:1990504]; neurotransmitter secretion [GO:0007269]; positive regulation of calcium ion-dependent exocytosis [GO:0045956]; protein transport [GO:0015031]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle exocytosis [GO:0016079]; vesicle-mediated transport [GO:0016192]	GO:0005509; GO:0007269; GO:0008021; GO:0008289; GO:0015031; GO:0016079; GO:0016192; GO:0030054; GO:0030659; GO:0035249; GO:0045202; GO:0045956; GO:1990504
TRINITY_DN3025_c0_g1_i1	50.77177312	9.017293184	1.757108375	5.131893578	2.87e-07	1.64e-05	sp	P27619	DYN_DROME	62.4	210	70	2	627	1	1	202	5.6e-69	262.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3025_c0_g1_i2	91.69153317	4.914399371	1.212156352	4.054261945	5.03e-05	0.001723012	sp	P27619	DYN_DROME	62.7	209	69	2	627	4	1	201	1e-68	261.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3058_c0_g1_i2	20.45837469	7.70669623	2.181299885	3.533075064	0.000410756	0.012020109	sp	Q58DG6	FXL20_BOVIN	60.3	431	171	0	1392	100	6	436	5e-154	545.8	FXL20_BOVIN	reviewed	F-box/LRR-repeat protein 20 (F-box and leucine-rich repeat protein 20)	FBXL20	Bos taurus (Bovine)	436	behavioral fear response [GO:0001662]	cytoplasm [GO:0005737]		cytoplasm [GO:0005737]; behavioral fear response [GO:0001662]	GO:0001662; GO:0005737
TRINITY_DN3078_c0_g1_i10	42.52453648	5.547587022	1.432619659	3.872337636	0.000107796	0.003475111	sp	O60733	PLPL9_HUMAN	41.1	818	449	15	2536	137	1	803	1.1e-161	572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3082_c0_g1_i4	16.45822406	7.391373456	2.146246578	3.443860333	0.000573472	0.01639146	sp	Q9R9I9	MYCC_BACIU	30.6	474	291	13	60	1448	396	842	9.7e-46	186	MYCC_BACIU	reviewed	Mycosubtilin synthase subunit C (EC 2.3.1.-) [Includes: ATP-dependent serine adenylase (SerA) (Serine activase); ATP-dependent asparagine adenylase 3 (AsnA 3) (Asparagine activase 3)]	mycC	Bacillus subtilis	2609	antibiotic biosynthetic process [GO:0017000]		hydrolase activity, acting on ester bonds [GO:0016788]; transferase activity [GO:0016740]	hydrolase activity, acting on ester bonds [GO:0016788]; transferase activity [GO:0016740]; antibiotic biosynthetic process [GO:0017000]	GO:0016740; GO:0016788; GO:0017000
TRINITY_DN3196_c0_g1_i1	407.9814539	6.875868461	0.965448217	7.121944333	1.06e-12	5.1e-10	sp	Q5XJ54	GLRX3_DANRE	46.6	311	141	6	926	6	30	319	2.7e-73	276.9	GLRX3_DANRE	reviewed	Glutaredoxin 3	glrx3 txnl2	Danio rerio (Zebrafish) (Brachydanio rerio)	326	cell redox homeostasis [GO:0045454]; hemoglobin metabolic process [GO:0020027]; iron ion homeostasis [GO:0055072]	cytosol [GO:0005829]	electron carrier activity [GO:0009055]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; protein disulfide oxidoreductase activity [GO:0015035]	cytosol [GO:0005829]; electron carrier activity [GO:0009055]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]; hemoglobin metabolic process [GO:0020027]; iron ion homeostasis [GO:0055072]	GO:0005829; GO:0009055; GO:0015035; GO:0020027; GO:0045454; GO:0046872; GO:0051536; GO:0055072
TRINITY_DN320_c0_g1_i17	89.30828094	-10.06952857	1.632904714	-6.166635739	6.98e-10	1e-07	sp	Q91WD7	KI18A_MOUSE	64.1	206	69	2	371	973	153	358	3e-66	254.6	KI18A_MOUSE	reviewed	Kinesin-like protein KIF18A	Kif18a	Mus musculus (Mouse)	886	cellular response to estradiol stimulus [GO:0071392]; male meiotic nuclear division [GO:0007140]; microtubule-based movement [GO:0007018]; microtubule depolymerization [GO:0007019]; mitotic metaphase plate congression [GO:0007080]; protein transport [GO:0015031]; regulation of microtubule cytoskeleton organization [GO:0070507]; seminiferous tubule development [GO:0072520]	caveola [GO:0005901]; cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; mitotic spindle midzone [GO:1990023]; nucleus [GO:0005634]; ruffle [GO:0001726]	actin binding [GO:0003779]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule plus-end binding [GO:0051010]; tubulin-dependent ATPase activity [GO:0070463]; ubiquitin binding [GO:0043130]	caveola [GO:0005901]; cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; mitotic spindle midzone [GO:1990023]; nucleus [GO:0005634]; ruffle [GO:0001726]; actin binding [GO:0003779]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; ATPase activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule plus-end binding [GO:0051010]; tubulin-dependent ATPase activity [GO:0070463]; ubiquitin binding [GO:0043130]; cellular response to estradiol stimulus [GO:0071392]; male meiotic nuclear division [GO:0007140]; microtubule depolymerization [GO:0007019]; microtubule-based movement [GO:0007018]; mitotic metaphase plate congression [GO:0007080]; protein transport [GO:0015031]; regulation of microtubule cytoskeleton organization [GO:0070507]; seminiferous tubule development [GO:0072520]	GO:0000776; GO:0001726; GO:0003777; GO:0003779; GO:0005524; GO:0005634; GO:0005737; GO:0005815; GO:0005828; GO:0005871; GO:0005901; GO:0007018; GO:0007019; GO:0007080; GO:0007140; GO:0008017; GO:0008574; GO:0015031; GO:0015630; GO:0016887; GO:0043130; GO:0051010; GO:0070463; GO:0070507; GO:0071392; GO:0072520; GO:1990023
TRINITY_DN320_c0_g1_i17	89.30828094	-10.06952857	1.632904714	-6.166635739	6.98e-10	1e-07	sp	Q91WD7	KI18A_MOUSE	46.1	76	39	1	66	287	119	194	6.2e-11	70.9	KI18A_MOUSE	reviewed	Kinesin-like protein KIF18A	Kif18a	Mus musculus (Mouse)	886	cellular response to estradiol stimulus [GO:0071392]; male meiotic nuclear division [GO:0007140]; microtubule-based movement [GO:0007018]; microtubule depolymerization [GO:0007019]; mitotic metaphase plate congression [GO:0007080]; protein transport [GO:0015031]; regulation of microtubule cytoskeleton organization [GO:0070507]; seminiferous tubule development [GO:0072520]	caveola [GO:0005901]; cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; mitotic spindle midzone [GO:1990023]; nucleus [GO:0005634]; ruffle [GO:0001726]	actin binding [GO:0003779]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule plus-end binding [GO:0051010]; tubulin-dependent ATPase activity [GO:0070463]; ubiquitin binding [GO:0043130]	caveola [GO:0005901]; cytoplasm [GO:0005737]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; mitotic spindle midzone [GO:1990023]; nucleus [GO:0005634]; ruffle [GO:0001726]; actin binding [GO:0003779]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; ATPase activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule plus-end binding [GO:0051010]; tubulin-dependent ATPase activity [GO:0070463]; ubiquitin binding [GO:0043130]; cellular response to estradiol stimulus [GO:0071392]; male meiotic nuclear division [GO:0007140]; microtubule depolymerization [GO:0007019]; microtubule-based movement [GO:0007018]; mitotic metaphase plate congression [GO:0007080]; protein transport [GO:0015031]; regulation of microtubule cytoskeleton organization [GO:0070507]; seminiferous tubule development [GO:0072520]	GO:0000776; GO:0001726; GO:0003777; GO:0003779; GO:0005524; GO:0005634; GO:0005737; GO:0005815; GO:0005828; GO:0005871; GO:0005901; GO:0007018; GO:0007019; GO:0007080; GO:0007140; GO:0008017; GO:0008574; GO:0015031; GO:0015630; GO:0016887; GO:0043130; GO:0051010; GO:0070463; GO:0070507; GO:0071392; GO:0072520; GO:1990023
TRINITY_DN3218_c0_g1_i2	14.69396402	7.227216751	2.229506505	3.241621738	0.001188517	0.031972885	sp	O42400	AXIN1_CHICK	31.5	556	268	23	3181	1658	14	504	2.4e-41	172.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3233_c0_g1_i5	168.0107341	4.235652472	1.197217866	3.537912848	0.000403303	0.011837248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN325_c0_g1_i2	642.5146998	2.502398262	0.78149782	3.202054054	0.001364514	0.0362121	sp	Q8R151	ZNFX1_MOUSE	44.4	505	274	7	65	1573	874	1373	1.6e-118	429.1	ZNFX1_MOUSE	reviewed	NFX1-type zinc finger-containing protein 1	Znfx1	Mus musculus (Mouse)	1909		nucleus [GO:0005634]	RNA binding [GO:0003723]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; RNA binding [GO:0003723]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; zinc ion binding [GO:0008270]	GO:0003700; GO:0003723; GO:0005634; GO:0008270
TRINITY_DN330_c1_g1_i2	19.90006337	7.66457508	2.082895651	3.679769112	0.000233445	0.007128417	sp	Q9R1R2	TRIM3_MOUSE	49.1	668	295	7	2282	291	118	744	1.1e-171	605.1	TRIM3_MOUSE	reviewed	Tripartite motif-containing protein 3 (RING finger protein 22) (RING finger protein HAC1)	Trim3 Hac1 Rnf22	Mus musculus (Mouse)	744	protein transport [GO:0015031]; protein ubiquitination [GO:0016567]	cytoplasm [GO:0005737]; dendrite [GO:0030425]; early endosome [GO:0005769]; Golgi apparatus [GO:0005794]	ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; dendrite [GO:0030425]; early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; protein transport [GO:0015031]; protein ubiquitination [GO:0016567]	GO:0004842; GO:0005737; GO:0005769; GO:0005794; GO:0008270; GO:0015031; GO:0016567; GO:0030425; GO:0061630
TRINITY_DN3334_c0_g1_i2	121.6087779	6.958655559	1.177907524	5.907641661	3.47e-09	3.81e-07	sp	Q6NN85	SSH_DROME	48.8	576	177	12	103	1500	1	568	9.2e-124	446.8	SSH_DROME	reviewed	Protein phosphatase Slingshot (EC 3.1.3.16) (EC 3.1.3.48)	ssh CG6238	Drosophila melanogaster (Fruit fly)	1045	axonogenesis [GO:0007409]; cell morphogenesis [GO:0000902]; compound eye development [GO:0048749]; establishment of nucleus localization [GO:0040023]; mitotic cell cycle [GO:0000278]; mushroom body development [GO:0016319]; negative regulation of actin filament polymerization [GO:0030837]; protein dephosphorylation [GO:0006470]; regulation of actin filament polymerization [GO:0030833]; regulation of actin polymerization or depolymerization [GO:0008064]; regulation of axonogenesis [GO:0050770]; regulation of lamellipodium assembly [GO:0010591]	apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	actin binding [GO:0003779]; phosphoprotein phosphatase activity [GO:0004721]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine phosphatase activity [GO:0004725]	apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; actin binding [GO:0003779]; phosphoprotein phosphatase activity [GO:0004721]; protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; axonogenesis [GO:0007409]; cell morphogenesis [GO:0000902]; compound eye development [GO:0048749]; establishment of nucleus localization [GO:0040023]; mitotic cell cycle [GO:0000278]; mushroom body development [GO:0016319]; negative regulation of actin filament polymerization [GO:0030837]; protein dephosphorylation [GO:0006470]; regulation of actin filament polymerization [GO:0030833]; regulation of actin polymerization or depolymerization [GO:0008064]; regulation of axonogenesis [GO:0050770]; regulation of lamellipodium assembly [GO:0010591]	GO:0000278; GO:0000902; GO:0003779; GO:0004721; GO:0004725; GO:0005737; GO:0005856; GO:0006470; GO:0007409; GO:0008064; GO:0008138; GO:0010591; GO:0016319; GO:0030833; GO:0030837; GO:0040023; GO:0045177; GO:0048749; GO:0050770
TRINITY_DN3336_c0_g1_i5	100.6086123	10.00353617	1.621747086	6.168370062	6.9e-10	9.98e-08	sp	Q6PCJ1	DCTN1_XENLA	35.8	1275	761	10	118	3921	8	1231	1.4e-89	333.2	DCTN1_XENLA	reviewed	Dynactin subunit 1	dctn1	Xenopus laevis (African clawed frog)	1232	cytoplasmic microtubule organization [GO:0031122]; establishment of mitotic spindle orientation [GO:0000132]; positive regulation of intracellular protein transport [GO:0090316]; regulation of mitotic spindle organization [GO:0060236]; transport along microtubule [GO:0010970]	cell cortex [GO:0005938]; cell cortex region [GO:0099738]; centriole [GO:0005814]; centrosome [GO:0005813]; dynactin complex [GO:0005869]; dynein complex [GO:0030286]; kinetochore [GO:0000776]; microtubule [GO:0005874]; microtubule plus-end [GO:0035371]; spindle [GO:0005819]	dynein complex binding [GO:0070840]; microtubule binding [GO:0008017]; motor activity [GO:0003774]	cell cortex [GO:0005938]; cell cortex region [GO:0099738]; centriole [GO:0005814]; centrosome [GO:0005813]; dynactin complex [GO:0005869]; dynein complex [GO:0030286]; kinetochore [GO:0000776]; microtubule [GO:0005874]; microtubule plus-end [GO:0035371]; spindle [GO:0005819]; dynein complex binding [GO:0070840]; microtubule binding [GO:0008017]; motor activity [GO:0003774]; cytoplasmic microtubule organization [GO:0031122]; establishment of mitotic spindle orientation [GO:0000132]; positive regulation of intracellular protein transport [GO:0090316]; regulation of mitotic spindle organization [GO:0060236]; transport along microtubule [GO:0010970]	GO:0000132; GO:0000776; GO:0003774; GO:0005813; GO:0005814; GO:0005819; GO:0005869; GO:0005874; GO:0005938; GO:0008017; GO:0010970; GO:0030286; GO:0031122; GO:0035371; GO:0060236; GO:0070840; GO:0090316; GO:0099738
TRINITY_DN3347_c0_g1_i3	57.92968988	-2.542259818	0.815419295	-3.117733212	0.001822477	0.046633251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN35_c0_g1_i9	22.56367594	7.84654643	1.988836471	3.945294922	7.97e-05	0.002629759	sp	Q5VZK9	CARL1_HUMAN	34.8	1338	722	26	4315	416	8	1232	5.1e-186	653.7	CARL1_HUMAN	reviewed	F-actin-uncapping protein LRRC16A (CARMIL homolog) (Capping protein regulator and myosin 1 linker protein 1) (Capping protein, Arp2/3 and myosin-I linker homolog 1) (Capping protein, Arp2/3 and myosin-I linker protein 1) (Leucine-rich repeat-containing protein 16A)	CARMIL1 CARMIL LRRC16 LRRC16A	Homo sapiens (Human)	1371	actin filament network formation [GO:0051639]; actin filament organization [GO:0007015]; barbed-end actin filament uncapping [GO:0051638]; blood coagulation [GO:0007596]; cell migration [GO:0016477]; lamellipodium assembly [GO:0030032]; macropinocytosis [GO:0044351]; negative regulation of barbed-end actin filament capping [GO:2000813]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of cell migration [GO:0030335]; positive regulation of lamellipodium organization [GO:1902745]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; ruffle organization [GO:0031529]; urate metabolic process [GO:0046415]	cell leading edge [GO:0031252]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filamentous actin [GO:0031941]; lamellipodium [GO:0030027]; macropinosome [GO:0044354]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	protein complex binding [GO:0032403]	cell leading edge [GO:0031252]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filamentous actin [GO:0031941]; lamellipodium [GO:0030027]; macropinosome [GO:0044354]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein complex binding [GO:0032403]; actin filament network formation [GO:0051639]; actin filament organization [GO:0007015]; barbed-end actin filament uncapping [GO:0051638]; blood coagulation [GO:0007596]; cell migration [GO:0016477]; lamellipodium assembly [GO:0030032]; macropinocytosis [GO:0044351]; negative regulation of barbed-end actin filament capping [GO:2000813]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of cell migration [GO:0030335]; positive regulation of lamellipodium organization [GO:1902745]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; ruffle organization [GO:0031529]; urate metabolic process [GO:0046415]	GO:0005634; GO:0005829; GO:0005886; GO:0007015; GO:0007596; GO:0016477; GO:0016607; GO:0030027; GO:0030032; GO:0030335; GO:0030838; GO:0031252; GO:0031529; GO:0031941; GO:0032403; GO:0044351; GO:0044354; GO:0046415; GO:0051496; GO:0051638; GO:0051639; GO:0070062; GO:1900026; GO:1902745; GO:2000813
TRINITY_DN3515_c0_g1_i2	2791.515694	-1.215642115	0.385580259	-3.152760254	0.001617346	0.041959241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3597_c0_g1_i1	20.94539126	-7.973912667	2.159671014	-3.692188585	0.000222332	0.006831513	sp	Q6ZQ08	CNOT1_MOUSE	68.6	614	173	7	1937	108	1766	2363	5.5e-244	845.1	CNOT1_MOUSE	reviewed	CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1)	Cnot1 Kiaa1007	Mus musculus (Mouse)	2375	gene silencing by miRNA [GO:0035195]; negative regulation of intracellular estrogen receptor signaling pathway [GO:0033147]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; positive regulation of cytoplasmic mRNA processing body assembly [GO:0010606]; positive regulation of mRNA catabolic process [GO:0061014]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; regulation of stem cell population maintenance [GO:2000036]; RNA phosphodiester bond hydrolysis, exonucleolytic [GO:0090503]; transcription, DNA-templated [GO:0006351]; trophectodermal cell differentiation [GO:0001829]	CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; cytosol [GO:0005829]; extracellular space [GO:0005615]; membrane [GO:0016020]; nucleus [GO:0005634]; P-body [GO:0000932]; peroxisomal membrane [GO:0005778]	armadillo repeat domain binding [GO:0070016]; estrogen receptor binding [GO:0030331]; protein complex scaffold [GO:0032947]; protein domain specific binding [GO:0019904]; retinoic acid receptor binding [GO:0042974]; RNA binding [GO:0003723]	CCR4-NOT complex [GO:0030014]; CCR4-NOT core complex [GO:0030015]; cytosol [GO:0005829]; extracellular space [GO:0005615]; membrane [GO:0016020]; nucleus [GO:0005634]; P-body [GO:0000932]; peroxisomal membrane [GO:0005778]; armadillo repeat domain binding [GO:0070016]; estrogen receptor binding [GO:0030331]; protein complex scaffold [GO:0032947]; protein domain specific binding [GO:0019904]; retinoic acid receptor binding [GO:0042974]; RNA binding [GO:0003723]; gene silencing by miRNA [GO:0035195]; negative regulation of intracellular estrogen receptor signaling pathway [GO:0033147]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of translation [GO:0017148]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; positive regulation of cytoplasmic mRNA processing body assembly [GO:0010606]; positive regulation of mRNA catabolic process [GO:0061014]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; regulation of stem cell population maintenance [GO:2000036]; RNA phosphodiester bond hydrolysis, exonucleolytic [GO:0090503]; transcription, DNA-templated [GO:0006351]; trophectodermal cell differentiation [GO:0001829]	GO:0000122; GO:0000288; GO:0000932; GO:0001829; GO:0003723; GO:0005615; GO:0005634; GO:0005778; GO:0005829; GO:0006351; GO:0010606; GO:0016020; GO:0017148; GO:0019904; GO:0030014; GO:0030015; GO:0030331; GO:0032947; GO:0033147; GO:0035195; GO:0042974; GO:0048387; GO:0060213; GO:0061014; GO:0070016; GO:0090503; GO:1900153; GO:2000036
TRINITY_DN3599_c0_g1_i1	16.06494711	7.357622347	2.217096899	3.318584024	0.000904751	0.024814405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN364_c0_g1_i3	40.66561437	5.78418148	1.379666663	4.192448536	2.76e-05	0.000995733	sp	O60268	K0513_HUMAN	52.1	121	48	3	1257	1589	288	408	2.1e-25	119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3659_c0_g1_i2	172.8119847	-11.02320545	1.693658064	-6.508518863	7.59e-11	1.64e-08	sp	P52485	UBCD2_DROME	96.8	155	5	0	1361	1825	78	232	1.2e-85	319.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
